TOPIC MEASURE,CODING SYSTEM,CODE,MODIFIER,PLACE OF SERVICE,END DATE
144,I9,142.9,N/A,N/A,
144,I9,143.0,N/A,N/A,
144,I9,143.1,N/A,N/A,
144,I9,143.8,N/A,N/A,
144,I9,143.9,N/A,N/A,
144,I9,144.0,N/A,N/A,
144,I9,144.1,N/A,N/A,
144,I9,144.8,N/A,N/A,
144,I9,144.9,N/A,N/A,
144,I9,145.0,N/A,N/A,
144,I9,145.1,N/A,N/A,
144,I9,145.2,N/A,N/A,
144,I9,145.3,N/A,N/A,
144,I9,145.4,N/A,N/A,
144,I9,145.5,N/A,N/A,
144,I9,145.6,N/A,N/A,
144,I9,145.8,N/A,N/A,
144,I9,145.9,N/A,N/A,
144,I9,146.0,N/A,N/A,
144,I9,146.1,N/A,N/A,
144,I9,146.2,N/A,N/A,
144,I9,146.3,N/A,N/A,
144,I9,146.4,N/A,N/A,
144,I9,146.5,N/A,N/A,
144,I9,146.6,N/A,N/A,
144,I9,146.7,N/A,N/A,
144,I9,146.8,N/A,N/A,
144,I9,146.9,N/A,N/A,
144,I9,147.0,N/A,N/A,
144,I9,147.1,N/A,N/A,
144,I9,147.2,N/A,N/A,
144,I9,147.3,N/A,N/A,
144,I9,147.8,N/A,N/A,
144,I9,147.9,N/A,N/A,
144,I9,148.0,N/A,N/A,
144,I9,148.1,N/A,N/A,
144,I9,148.2,N/A,N/A,
144,I9,148.3,N/A,N/A,
144,I9,148.8,N/A,N/A,
144,I9,148.9,N/A,N/A,
144,I9,149.0,N/A,N/A,
144,I9,149.1,N/A,N/A,
144,I9,149.8,N/A,N/A,
144,I9,149.9,N/A,N/A,
144,I9,150.0,N/A,N/A,
144,I9,150.1,N/A,N/A,
144,I9,150.2,N/A,N/A,
144,I9,150.3,N/A,N/A,
144,I9,150.4,N/A,N/A,
144,I9,150.5,N/A,N/A,
144,I9,150.8,N/A,N/A,
144,I9,150.9,N/A,N/A,
144,I9,151.0,N/A,N/A,
144,I9,151.1,N/A,N/A,
144,I9,151.2,N/A,N/A,
144,I9,151.3,N/A,N/A,
144,I9,151.4,N/A,N/A,
144,I9,151.5,N/A,N/A,
144,I9,151.6,N/A,N/A,
144,I9,151.8,N/A,N/A,
144,I9,151.9,N/A,N/A,
144,I9,152.0,N/A,N/A,
144,I9,152.1,N/A,N/A,
144,I9,152.2,N/A,N/A,
144,I9,152.3,N/A,N/A,
144,I9,152.8,N/A,N/A,
144,I9,152.9,N/A,N/A,
144,I9,153.0,N/A,N/A,
144,I9,153.1,N/A,N/A,
144,I9,153.2,N/A,N/A,
144,I9,153.3,N/A,N/A,
144,I9,153.4,N/A,N/A,
144,I9,153.5,N/A,N/A,
144,I9,153.6,N/A,N/A,
144,I9,153.7,N/A,N/A,
144,I9,153.8,N/A,N/A,
144,I9,153.9,N/A,N/A,
144,I9,154.0,N/A,N/A,
144,I9,154.1,N/A,N/A,
144,I9,154.2,N/A,N/A,
144,I9,154.3,N/A,N/A,
144,I9,154.8,N/A,N/A,
144,I9,155.0,N/A,N/A,
144,I9,155.1,N/A,N/A,
144,I9,155.2,N/A,N/A,
144,I9,156.0,N/A,N/A,
144,I9,156.1,N/A,N/A,
144,I9,156.2,N/A,N/A,
144,I9,156.8,N/A,N/A,
144,I9,156.9,N/A,N/A,
144,I9,157.0,N/A,N/A,
144,I9,157.1,N/A,N/A,
144,I9,157.2,N/A,N/A,
144,I9,157.3,N/A,N/A,
144,I9,157.4,N/A,N/A,
144,I9,157.8,N/A,N/A,
144,I9,157.9,N/A,N/A,
144,I9,158.0,N/A,N/A,
144,I9,158.8,N/A,N/A,
144,I9,158.9,N/A,N/A,
144,I9,159.0,N/A,N/A,
144,I9,159.1,N/A,N/A,
144,I9,159.8,N/A,N/A,
144,I9,159.9,N/A,N/A,
144,I9,160.0,N/A,N/A,
144,I9,160.1,N/A,N/A,
144,I9,160.2,N/A,N/A,
144,I9,160.3,N/A,N/A,
144,I9,160.4,N/A,N/A,
144,I9,160.5,N/A,N/A,
144,I9,160.8,N/A,N/A,
144,I9,160.9,N/A,N/A,
144,I9,161.0,N/A,N/A,
144,I9,161.1,N/A,N/A,
144,I9,161.2,N/A,N/A,
144,I9,161.3,N/A,N/A,
144,I9,161.8,N/A,N/A,
144,I9,161.9,N/A,N/A,
144,I9,162.0,N/A,N/A,
144,I9,162.2,N/A,N/A,
144,I9,162.3,N/A,N/A,
144,I9,162.4,N/A,N/A,
144,I9,162.5,N/A,N/A,
144,I9,162.8,N/A,N/A,
144,I9,162.9,N/A,N/A,
144,I9,163.0,N/A,N/A,
144,I9,163.1,N/A,N/A,
144,I9,163.8,N/A,N/A,
144,I9,163.9,N/A,N/A,
144,I9,164.0,N/A,N/A,
144,I9,164.1,N/A,N/A,
144,I9,164.2,N/A,N/A,
144,I9,164.3,N/A,N/A,
144,I9,164.8,N/A,N/A,
144,I9,164.9,N/A,N/A,
144,I9,165.0,N/A,N/A,
144,I9,165.8,N/A,N/A,
144,I9,165.9,N/A,N/A,
144,I9,170.0,N/A,N/A,
144,I9,170.1,N/A,N/A,
144,I9,170.2,N/A,N/A,
144,I9,170.3,N/A,N/A,
144,I9,170.4,N/A,N/A,
144,I9,170.5,N/A,N/A,
144,I9,170.6,N/A,N/A,
144,I9,170.7,N/A,N/A,
144,I9,170.8,N/A,N/A,
144,I9,170.9,N/A,N/A,
144,I9,171.0,N/A,N/A,
144,I9,171.2,N/A,N/A,
144,I9,171.3,N/A,N/A,
144,I9,171.4,N/A,N/A,
144,I9,171.5,N/A,N/A,
144,I9,171.6,N/A,N/A,
144,I9,171.7,N/A,N/A,
144,I9,171.8,N/A,N/A,
144,I9,171.9,N/A,N/A,
144,I9,172.0,N/A,N/A,
144,I9,172.1,N/A,N/A,
144,I9,172.2,N/A,N/A,
144,I9,172.3,N/A,N/A,
144,I9,172.4,N/A,N/A,
144,I9,172.5,N/A,N/A,
144,I9,172.6,N/A,N/A,
144,I9,172.7,N/A,N/A,
144,I9,172.8,N/A,N/A,
144,I9,172.9,N/A,N/A,
144,I9,173.00,N/A,N/A,
144,I9,173.01,N/A,N/A,
144,I9,173.02,N/A,N/A,
144,I9,173.09,N/A,N/A,
144,I9,173.10,N/A,N/A,
144,I9,173.11,N/A,N/A,
144,I9,173.12,N/A,N/A,
144,I9,173.19,N/A,N/A,
144,I9,173.20,N/A,N/A,
144,I9,173.21,N/A,N/A,
144,I9,173.22,N/A,N/A,
144,I9,173.29,N/A,N/A,
144,I9,173.30,N/A,N/A,
144,I9,173.31,N/A,N/A,
144,I9,173.32,N/A,N/A,
144,I9,173.39,N/A,N/A,
144,I9,173.40,N/A,N/A,
144,I9,173.41,N/A,N/A,
144,I9,173.42,N/A,N/A,
144,I9,173.49,N/A,N/A,
144,I9,173.50,N/A,N/A,
144,I9,173.51,N/A,N/A,
144,I9,173.52,N/A,N/A,
144,I9,173.59,N/A,N/A,
144,I9,173.60,N/A,N/A,
144,I9,173.61,N/A,N/A,
144,I9,173.62,N/A,N/A,
144,I9,173.69,N/A,N/A,
144,I9,173.70,N/A,N/A,
144,I9,173.71,N/A,N/A,
144,I9,173.72,N/A,N/A,
144,I9,173.79,N/A,N/A,
144,I9,173.80,N/A,N/A,
144,I9,173.81,N/A,N/A,
144,I9,173.82,N/A,N/A,
144,I9,173.89,N/A,N/A,
144,I9,173.90,N/A,N/A,
144,I9,173.91,N/A,N/A,
144,I9,173.92,N/A,N/A,
144,I9,173.99,N/A,N/A,
144,I9,174.0,N/A,N/A,
144,I9,174.1,N/A,N/A,
144,I9,174.2,N/A,N/A,
144,I9,174.3,N/A,N/A,
144,I9,174.4,N/A,N/A,
144,I9,174.5,N/A,N/A,
144,I9,174.6,N/A,N/A,
144,I9,174.8,N/A,N/A,
144,I9,174.9,N/A,N/A,
144,I9,175.0,N/A,N/A,
144,I9,175.9,N/A,N/A,
144,I9,176.0,N/A,N/A,
144,I9,176.1,N/A,N/A,
144,I9,176.2,N/A,N/A,
144,I9,176.3,N/A,N/A,
144,I9,176.4,N/A,N/A,
144,I9,176.5,N/A,N/A,
144,I9,176.8,N/A,N/A,
144,I9,176.9,N/A,N/A,
144,I9,179,N/A,N/A,
144,I9,180.0,N/A,N/A,
144,I9,180.1,N/A,N/A,
144,I9,180.8,N/A,N/A,
144,I9,180.9,N/A,N/A,
144,I9,181,N/A,N/A,
144,I9,182.0,N/A,N/A,
144,I9,182.1,N/A,N/A,
144,I9,182.8,N/A,N/A,
144,I9,183.0,N/A,N/A,
144,I9,183.2,N/A,N/A,
144,I9,183.3,N/A,N/A,
144,I9,183.4,N/A,N/A,
144,I9,183.5,N/A,N/A,
144,I9,183.8,N/A,N/A,
144,I9,183.9,N/A,N/A,
144,I9,184.0,N/A,N/A,
144,I9,184.1,N/A,N/A,
144,I9,184.2,N/A,N/A,
144,I9,184.3,N/A,N/A,
144,I9,184.4,N/A,N/A,
144,I9,184.8,N/A,N/A,
144,I9,184.9,N/A,N/A,
144,I9,185,N/A,N/A,
144,I9,186.0,N/A,N/A,
144,I9,186.9,N/A,N/A,
144,I9,187.1,N/A,N/A,
144,I9,187.2,N/A,N/A,
144,I9,187.3,N/A,N/A,
144,I9,187.4,N/A,N/A,
144,I9,187.5,N/A,N/A,
144,I9,187.6,N/A,N/A,
144,I9,187.7,N/A,N/A,
144,I9,187.8,N/A,N/A,
144,I9,187.9,N/A,N/A,
144,I9,188.0,N/A,N/A,
144,I9,188.1,N/A,N/A,
144,I9,188.2,N/A,N/A,
144,I9,188.3,N/A,N/A,
144,I9,188.4,N/A,N/A,
144,I9,188.5,N/A,N/A,
144,I9,188.6,N/A,N/A,
144,I9,188.7,N/A,N/A,
144,I9,188.8,N/A,N/A,
144,I9,188.9,N/A,N/A,
144,I9,189.0,N/A,N/A,
144,I9,189.1,N/A,N/A,
144,I9,189.2,N/A,N/A,
144,I9,189.3,N/A,N/A,
144,I9,189.4,N/A,N/A,
144,I9,189.8,N/A,N/A,
144,I9,189.9,N/A,N/A,
144,I9,190.0,N/A,N/A,
144,I9,190.1,N/A,N/A,
144,I9,190.2,N/A,N/A,
144,I9,190.3,N/A,N/A,
144,I9,190.4,N/A,N/A,
144,I9,190.5,N/A,N/A,
144,I9,190.6,N/A,N/A,
144,I9,190.7,N/A,N/A,
144,I9,190.8,N/A,N/A,
144,I9,190.9,N/A,N/A,
144,I9,191.0,N/A,N/A,
144,I9,191.1,N/A,N/A,
144,I9,191.2,N/A,N/A,
144,I9,191.3,N/A,N/A,
144,I9,191.4,N/A,N/A,
144,I9,191.5,N/A,N/A,
144,I9,191.6,N/A,N/A,
144,I9,191.7,N/A,N/A,
144,I9,191.8,N/A,N/A,
144,I9,191.9,N/A,N/A,
144,I9,192.0,N/A,N/A,
144,I9,192.1,N/A,N/A,
144,I9,192.2,N/A,N/A,
144,I9,192.3,N/A,N/A,
144,I9,192.8,N/A,N/A,
144,I9,192.9,N/A,N/A,
144,I9,193,N/A,N/A,
144,I9,194.0,N/A,N/A,
144,I9,194.1,N/A,N/A,
144,I9,194.3,N/A,N/A,
144,I9,194.4,N/A,N/A,
144,I9,194.5,N/A,N/A,
144,I9,194.6,N/A,N/A,
144,I9,194.8,N/A,N/A,
144,I9,194.9,N/A,N/A,
144,I9,195.0,N/A,N/A,
144,I9,195.1,N/A,N/A,
144,I9,195.2,N/A,N/A,
144,I9,195.3,N/A,N/A,
144,I9,195.4,N/A,N/A,
144,I9,195.5,N/A,N/A,
144,I9,195.8,N/A,N/A,
144,I9,196.0,N/A,N/A,
144,I9,196.1,N/A,N/A,
144,I9,196.2,N/A,N/A,
144,I9,196.3,N/A,N/A,
144,I9,196.5,N/A,N/A,
144,I9,196.6,N/A,N/A,
144,I9,196.8,N/A,N/A,
144,I9,196.9,N/A,N/A,
144,I9,197.0,N/A,N/A,
144,I9,197.1,N/A,N/A,
144,I9,197.2,N/A,N/A,
144,I9,197.3,N/A,N/A,
144,I9,197.4,N/A,N/A,
144,I9,197.5,N/A,N/A,
144,I9,197.6,N/A,N/A,
144,I9,197.7,N/A,N/A,
144,I9,197.8,N/A,N/A,
144,I9,198.0,N/A,N/A,
144,I9,198.1,N/A,N/A,
144,I9,198.2,N/A,N/A,
144,I9,198.3,N/A,N/A,
144,I9,198.4,N/A,N/A,
144,I9,198.5,N/A,N/A,
144,I9,198.6,N/A,N/A,
144,I9,198.7,N/A,N/A,
144,I9,198.81,N/A,N/A,
144,I9,198.82,N/A,N/A,
144,I9,198.89,N/A,N/A,
144,I9,199.0,N/A,N/A,
144,I9,199.1,N/A,N/A,
144,I9,199.2,N/A,N/A,
144,I9,200.00,N/A,N/A,
144,I9,200.01,N/A,N/A,
144,I9,200.02,N/A,N/A,
144,I9,200.03,N/A,N/A,
144,I9,200.04,N/A,N/A,
144,I9,200.05,N/A,N/A,
144,I9,200.06,N/A,N/A,
144,I9,200.07,N/A,N/A,
144,I9,200.08,N/A,N/A,
144,I9,200.10,N/A,N/A,
144,I9,200.11,N/A,N/A,
144,I9,200.12,N/A,N/A,
144,I9,200.13,N/A,N/A,
144,I9,200.14,N/A,N/A,
144,I9,200.15,N/A,N/A,
144,I9,200.16,N/A,N/A,
144,I9,200.17,N/A,N/A,
144,I9,200.18,N/A,N/A,
144,I9,200.20,N/A,N/A,
144,I9,200.21,N/A,N/A,
144,I9,200.22,N/A,N/A,
144,I9,200.23,N/A,N/A,
144,I9,200.24,N/A,N/A,
144,I9,200.25,N/A,N/A,
144,I9,200.26,N/A,N/A,
144,I9,200.27,N/A,N/A,
144,I9,200.28,N/A,N/A,
144,I9,200.30,N/A,N/A,
144,I9,200.31,N/A,N/A,
144,I9,200.32,N/A,N/A,
144,I9,200.33,N/A,N/A,
144,I9,200.34,N/A,N/A,
144,I9,200.35,N/A,N/A,
144,I9,200.36,N/A,N/A,
144,I9,200.37,N/A,N/A,
144,I9,200.38,N/A,N/A,
144,I9,200.40,N/A,N/A,
144,I9,200.41,N/A,N/A,
144,I9,200.42,N/A,N/A,
144,I9,200.43,N/A,N/A,
144,I9,200.44,N/A,N/A,
144,I9,200.45,N/A,N/A,
144,I9,200.46,N/A,N/A,
144,I9,200.47,N/A,N/A,
144,I9,200.48,N/A,N/A,
144,I9,200.50,N/A,N/A,
144,I9,200.51,N/A,N/A,
144,I9,200.52,N/A,N/A,
144,I9,200.53,N/A,N/A,
144,I9,200.54,N/A,N/A,
144,I9,200.55,N/A,N/A,
144,I9,200.56,N/A,N/A,
144,I9,200.57,N/A,N/A,
144,I9,200.58,N/A,N/A,
144,I9,200.60,N/A,N/A,
144,I9,200.61,N/A,N/A,
144,I9,200.62,N/A,N/A,
144,I9,200.63,N/A,N/A,
144,I9,200.64,N/A,N/A,
144,I9,200.65,N/A,N/A,
144,I9,200.66,N/A,N/A,
144,I9,200.67,N/A,N/A,
144,I9,200.68,N/A,N/A,
144,I9,200.70,N/A,N/A,
144,I9,200.71,N/A,N/A,
144,I9,200.72,N/A,N/A,
144,I9,200.73,N/A,N/A,
144,I9,200.74,N/A,N/A,
144,I9,200.75,N/A,N/A,
144,I9,200.76,N/A,N/A,
144,I9,200.77,N/A,N/A,
144,I9,200.78,N/A,N/A,
144,I9,200.80,N/A,N/A,
144,I9,200.81,N/A,N/A,
144,I9,200.82,N/A,N/A,
144,I9,200.83,N/A,N/A,
144,I9,200.84,N/A,N/A,
144,I9,200.85,N/A,N/A,
144,I9,200.86,N/A,N/A,
144,I9,200.87,N/A,N/A,
144,I9,200.88,N/A,N/A,
144,I9,201.00,N/A,N/A,
144,I9,201.01,N/A,N/A,
144,I9,201.02,N/A,N/A,
144,I9,201.03,N/A,N/A,
144,I9,201.04,N/A,N/A,
144,I9,201.05,N/A,N/A,
144,I9,201.06,N/A,N/A,
144,I9,201.07,N/A,N/A,
144,I9,201.08,N/A,N/A,
144,I9,201.10,N/A,N/A,
144,I9,201.11,N/A,N/A,
144,I9,201.12,N/A,N/A,
144,I9,201.13,N/A,N/A,
144,I9,201.14,N/A,N/A,
144,I9,201.15,N/A,N/A,
144,I9,201.16,N/A,N/A,
144,I9,201.17,N/A,N/A,
144,I9,201.18,N/A,N/A,
144,I9,201.20,N/A,N/A,
144,I9,201.21,N/A,N/A,
144,I9,201.22,N/A,N/A,
144,I9,201.23,N/A,N/A,
144,I9,201.24,N/A,N/A,
144,I9,201.25,N/A,N/A,
144,I9,201.26,N/A,N/A,
144,I9,201.27,N/A,N/A,
144,I9,201.28,N/A,N/A,
144,I9,201.40,N/A,N/A,
144,I9,201.41,N/A,N/A,
144,I9,201.42,N/A,N/A,
144,I9,201.43,N/A,N/A,
144,I9,201.44,N/A,N/A,
144,I9,201.45,N/A,N/A,
144,I9,201.46,N/A,N/A,
144,I9,201.47,N/A,N/A,
144,I9,201.48,N/A,N/A,
144,I9,201.50,N/A,N/A,
144,I9,201.51,N/A,N/A,
144,I9,201.52,N/A,N/A,
144,I9,201.53,N/A,N/A,
144,I9,201.54,N/A,N/A,
144,I9,201.55,N/A,N/A,
144,I9,201.56,N/A,N/A,
144,I9,201.57,N/A,N/A,
144,I9,201.58,N/A,N/A,
144,I9,201.60,N/A,N/A,
144,I9,201.61,N/A,N/A,
144,I9,201.62,N/A,N/A,
144,I9,201.63,N/A,N/A,
144,I9,201.64,N/A,N/A,
144,I9,201.65,N/A,N/A,
144,I9,201.66,N/A,N/A,
144,I9,201.67,N/A,N/A,
144,I9,201.68,N/A,N/A,
144,I9,201.70,N/A,N/A,
144,I9,201.71,N/A,N/A,
144,I9,201.72,N/A,N/A,
144,I9,201.73,N/A,N/A,
144,I9,201.74,N/A,N/A,
144,I9,201.75,N/A,N/A,
144,I9,201.76,N/A,N/A,
144,I9,201.77,N/A,N/A,
144,I9,201.78,N/A,N/A,
144,I9,201.90,N/A,N/A,
144,I9,201.91,N/A,N/A,
144,I9,201.92,N/A,N/A,
144,I9,201.93,N/A,N/A,
144,I9,201.94,N/A,N/A,
144,I9,201.95,N/A,N/A,
144,I9,201.96,N/A,N/A,
144,I9,201.97,N/A,N/A,
144,I9,201.98,N/A,N/A,
144,I9,202.00,N/A,N/A,
144,I9,202.01,N/A,N/A,
144,I9,202.02,N/A,N/A,
144,I9,202.03,N/A,N/A,
144,I9,202.04,N/A,N/A,
144,I9,202.05,N/A,N/A,
144,I9,202.06,N/A,N/A,
144,I9,202.07,N/A,N/A,
144,I9,202.08,N/A,N/A,
144,I9,202.10,N/A,N/A,
144,I9,202.11,N/A,N/A,
144,I9,202.12,N/A,N/A,
144,I9,202.13,N/A,N/A,
144,I9,202.14,N/A,N/A,
144,I9,202.15,N/A,N/A,
144,I9,202.16,N/A,N/A,
144,I9,202.17,N/A,N/A,
144,I9,202.18,N/A,N/A,
144,I9,202.20,N/A,N/A,
144,I9,202.21,N/A,N/A,
144,I9,202.22,N/A,N/A,
144,I9,202.23,N/A,N/A,
144,I9,202.24,N/A,N/A,
144,I9,202.25,N/A,N/A,
144,I9,202.26,N/A,N/A,
144,I9,202.27,N/A,N/A,
144,I9,202.28,N/A,N/A,
144,I9,202.30,N/A,N/A,
144,I9,202.31,N/A,N/A,
144,I9,202.32,N/A,N/A,
144,I9,202.33,N/A,N/A,
144,I9,202.34,N/A,N/A,
144,I9,202.35,N/A,N/A,
144,I9,202.36,N/A,N/A,
144,I9,202.37,N/A,N/A,
144,I9,202.38,N/A,N/A,
144,I9,202.40,N/A,N/A,
144,I9,202.41,N/A,N/A,
144,I9,202.42,N/A,N/A,
144,I9,202.43,N/A,N/A,
144,I9,202.44,N/A,N/A,
144,I9,202.45,N/A,N/A,
144,I9,202.46,N/A,N/A,
144,I9,202.47,N/A,N/A,
144,I9,202.48,N/A,N/A,
144,I9,202.50,N/A,N/A,
144,I9,202.51,N/A,N/A,
144,I9,202.52,N/A,N/A,
144,I9,202.53,N/A,N/A,
144,I9,202.54,N/A,N/A,
144,I9,202.55,N/A,N/A,
144,I9,202.56,N/A,N/A,
144,I9,202.57,N/A,N/A,
144,I9,202.58,N/A,N/A,
144,I9,202.60,N/A,N/A,
144,I9,202.61,N/A,N/A,
144,I9,202.62,N/A,N/A,
144,I9,202.63,N/A,N/A,
144,I9,202.64,N/A,N/A,
144,I9,202.65,N/A,N/A,
144,I9,202.66,N/A,N/A,
144,I9,202.67,N/A,N/A,
144,I9,202.68,N/A,N/A,
144,I9,202.70,N/A,N/A,
144,I9,202.71,N/A,N/A,
144,I9,202.72,N/A,N/A,
144,I9,202.73,N/A,N/A,
144,I9,202.74,N/A,N/A,
144,I9,202.75,N/A,N/A,
144,I9,202.76,N/A,N/A,
144,I9,202.77,N/A,N/A,
144,I9,202.78,N/A,N/A,
144,I9,202.80,N/A,N/A,
144,I9,202.81,N/A,N/A,
144,I9,202.82,N/A,N/A,
144,I9,202.83,N/A,N/A,
144,I9,202.84,N/A,N/A,
144,I9,202.85,N/A,N/A,
144,I9,202.86,N/A,N/A,
144,I9,202.87,N/A,N/A,
144,I9,202.88,N/A,N/A,
144,I9,202.90,N/A,N/A,
144,I9,202.91,N/A,N/A,
144,I9,202.92,N/A,N/A,
144,I9,202.93,N/A,N/A,
144,I9,202.94,N/A,N/A,
144,I9,202.95,N/A,N/A,
144,I9,202.96,N/A,N/A,
144,I9,202.97,N/A,N/A,
144,I9,202.98,N/A,N/A,
144,I9,203.00,N/A,N/A,
144,I9,203.01,N/A,N/A,
144,I9,203.02,N/A,N/A,
144,I9,203.10,N/A,N/A,
144,I9,203.11,N/A,N/A,
144,I9,203.12,N/A,N/A,
144,I9,203.80,N/A,N/A,
144,I9,203.81,N/A,N/A,
144,I9,203.82,N/A,N/A,
144,I9,204.00,N/A,N/A,
144,I9,204.01,N/A,N/A,
144,I9,204.02,N/A,N/A,
144,I9,204.10,N/A,N/A,
144,I9,204.11,N/A,N/A,
144,I9,204.12,N/A,N/A,
144,I9,204.20,N/A,N/A,
144,I9,204.21,N/A,N/A,
144,I9,204.22,N/A,N/A,
144,I9,204.80,N/A,N/A,
144,I9,204.81,N/A,N/A,
144,I9,204.82,N/A,N/A,
144,I9,204.90,N/A,N/A,
144,I9,204.91,N/A,N/A,
144,I9,204.92,N/A,N/A,
144,I9,205.00,N/A,N/A,
144,I9,205.01,N/A,N/A,
144,I9,205.02,N/A,N/A,
144,I9,205.10,N/A,N/A,
144,I9,205.11,N/A,N/A,
144,I9,205.12,N/A,N/A,
144,I9,205.20,N/A,N/A,
144,I9,205.21,N/A,N/A,
144,I9,205.22,N/A,N/A,
144,I9,205.30,N/A,N/A,
144,I9,205.31,N/A,N/A,
144,I9,205.32,N/A,N/A,
144,I9,205.80,N/A,N/A,
144,I9,205.81,N/A,N/A,
144,I9,205.82,N/A,N/A,
144,I9,205.90,N/A,N/A,
144,I9,205.91,N/A,N/A,
144,I9,205.92,N/A,N/A,
144,I9,206.00,N/A,N/A,
144,I9,206.01,N/A,N/A,
144,I9,206.02,N/A,N/A,
144,I9,206.10,N/A,N/A,
144,I9,206.11,N/A,N/A,
144,I9,206.12,N/A,N/A,
144,I9,206.20,N/A,N/A,
144,I9,206.21,N/A,N/A,
144,I9,206.22,N/A,N/A,
144,I9,206.80,N/A,N/A,
144,I9,206.81,N/A,N/A,
144,I9,206.82,N/A,N/A,
144,I9,206.90,N/A,N/A,
144,I9,206.91,N/A,N/A,
144,I9,206.92,N/A,N/A,
144,I9,207.00,N/A,N/A,
144,I9,207.01,N/A,N/A,
144,I9,207.02,N/A,N/A,
144,I9,207.10,N/A,N/A,
144,I9,207.11,N/A,N/A,
144,I9,207.12,N/A,N/A,
144,I9,207.20,N/A,N/A,
144,I9,207.21,N/A,N/A,
144,I9,207.22,N/A,N/A,
144,I9,207.80,N/A,N/A,
144,I9,207.81,N/A,N/A,
144,I9,207.82,N/A,N/A,
144,I9,208.00,N/A,N/A,
144,I9,208.01,N/A,N/A,
144,I9,208.02,N/A,N/A,
144,I9,208.10,N/A,N/A,
144,I9,208.11,N/A,N/A,
144,I9,208.12,N/A,N/A,
144,I9,208.20,N/A,N/A,
144,I9,208.21,N/A,N/A,
144,I9,208.22,N/A,N/A,
144,I9,208.80,N/A,N/A,
144,I9,208.81,N/A,N/A,
144,I9,208.82,N/A,N/A,
144,I9,208.90,N/A,N/A,
144,I9,208.91,N/A,N/A,
144,I9,208.92,N/A,N/A,
144,I9,209.00,N/A,N/A,
144,I9,209.01,N/A,N/A,
144,I9,209.02,N/A,N/A,
144,I9,209.03,N/A,N/A,
144,I9,209.10,N/A,N/A,
144,I9,209.11,N/A,N/A,
144,I9,209.12,N/A,N/A,
144,I9,209.13,N/A,N/A,
144,I9,209.14,N/A,N/A,
144,I9,209.15,N/A,N/A,
144,I9,209.16,N/A,N/A,
144,I9,209.17,N/A,N/A,
144,I9,209.20,N/A,N/A,
144,I9,209.21,N/A,N/A,
144,I9,209.22,N/A,N/A,
144,I9,209.23,N/A,N/A,
144,I9,209.24,N/A,N/A,
144,I9,209.25,N/A,N/A,
144,I9,209.26,N/A,N/A,
144,I9,209.27,N/A,N/A,
144,I9,209.29,N/A,N/A,
144,I9,209.30,N/A,N/A,
144,I9,209.31,N/A,N/A,
144,I9,209.32,N/A,N/A,
144,I9,209.33,N/A,N/A,
144,I9,209.34,N/A,N/A,
144,I9,209.35,N/A,N/A,
144,I9,209.36,N/A,N/A,
144,I9,209.70,N/A,N/A,
144,I9,209.71,N/A,N/A,
144,I9,209.72,N/A,N/A,
144,I9,209.73,N/A,N/A,
144,I9,209.74,N/A,N/A,
144,I9,209.75,N/A,N/A,
144,I9,209.79,N/A,N/A,
144,I9,235.0,N/A,N/A,
144,I9,235.1,N/A,N/A,
144,I9,235.2,N/A,N/A,
144,I9,235.3,N/A,N/A,
144,I9,235.4,N/A,N/A,
144,I9,235.5,N/A,N/A,
144,I9,235.6,N/A,N/A,
144,I9,235.7,N/A,N/A,
144,I9,235.8,N/A,N/A,
144,I9,235.9,N/A,N/A,
144,I9,236.0,N/A,N/A,
144,I9,236.1,N/A,N/A,
144,I9,236.2,N/A,N/A,
144,I9,236.3,N/A,N/A,
144,I9,236.4,N/A,N/A,
144,I9,236.5,N/A,N/A,
144,I9,236.6,N/A,N/A,
144,I9,236.7,N/A,N/A,
144,I9,236.90,N/A,N/A,
144,I9,236.91,N/A,N/A,
144,I9,236.99,N/A,N/A,
144,I9,237.0,N/A,N/A,
144,I9,237.1,N/A,N/A,
144,I9,237.2,N/A,N/A,
144,I9,237.3,N/A,N/A,
144,I9,237.4,N/A,N/A,
144,I9,237.5,N/A,N/A,
144,I9,237.6,N/A,N/A,
144,I9,237.70,N/A,N/A,
144,I9,237.71,N/A,N/A,
144,I9,237.72,N/A,N/A,
144,I9,237.73,N/A,N/A,
144,I9,237.79,N/A,N/A,
144,I9,237.9,N/A,N/A,
144,I9,238.0,N/A,N/A,
144,I9,238.1,N/A,N/A,
144,I9,238.2,N/A,N/A,
144,I9,238.3,N/A,N/A,
144,I9,238.4,N/A,N/A,
144,I9,238.5,N/A,N/A,
144,I9,238.6,N/A,N/A,
144,I9,238.71,N/A,N/A,
144,I9,238.72,N/A,N/A,
144,I9,238.73,N/A,N/A,
144,I9,238.74,N/A,N/A,
144,I9,238.75,N/A,N/A,
144,I9,238.76,N/A,N/A,
144,I9,238.77,N/A,N/A,
144,I9,238.8,N/A,N/A,
144,I9,238.9,N/A,N/A,
144,I9,239.0,N/A,N/A,
144,I9,239.1,N/A,N/A,
144,I9,239.2,N/A,N/A,
144,I9,239.3,N/A,N/A,
144,I9,239.4,N/A,N/A,
144,I9,239.5,N/A,N/A,
144,I9,239.6,N/A,N/A,
144,I9,239.7,N/A,N/A,
144,I9,239.81,N/A,N/A,
144,I9,239.89,N/A,N/A,
144,I9,239.9,N/A,N/A,
144,C4,51720,N/A,N/A,
