main_multum_drug_code,active_ingredient_code,ingredient_strength_code
5839,4946,5990
5840,5439,6830
5841,4977,6264
5842,4977,5865
5843,4977,6264
5844,4978,5990
5845,4980,5990
5846,4982,5990
5847,5022,5990
5848,4119,6768
5849,5388,6751
5850,4229,5761
5850,4257,7033
5850,4861,5761
5850,5069,7013
5850,5090,5988
5850,5281,6569
5851,5090,6894
5852,7416,2562
5853,4421,6377
5854,4661,6749
5855,4661,5990
5856,4664,5837
5857,5409,6257
5859,4672,5923
5860,4672,5870
5861,4688,6250
5862,4689,5896
5863,4689,5948
5864,4763,6577
5865,4788,6555
5866,4146,6712
5867,5484,6185
5868,4221,6856
5870,5017,5916
5871,5017,6243
5872,4792,6435
5872,5476,5895
5873,4792,6435
5873,5476,5895
5875,4172,5990
5876,4176,5990
5877,4178,5990
5878,4181,5990
5879,4182,5990
5880,4223,5990
5881,4225,5990
5882,4229,5990
5883,4234,5990
5884,4243,5990
5885,4252,5990
5886,4256,5990
5887,4257,5990
5889,4264,5990
5892,4273,5990
5893,4278,5990
5894,4277,5990
5895,4281,5990
5896,4286,5990
5897,4290,5990
5898,4300,5990
5899,4302,5990
5900,4304,5990
5901,4305,5990
5902,5476,5907
5903,5476,5861
5904,5552,6363
5905,4671,16056
5907,5452,6330
5908,5455,6931
5909,4868,6313
5910,4176,6595
5912,4491,6153
5913,5693,5990
5914,4971,5990
5915,5526,5990
5916,5531,5990
5917,5070,5912
5918,5070,5990
5919,5071,5990
5920,4363,6445
5921,4363,6838
5922,4363,6081
5923,4363,6377
5926,4154,6707
5927,5656,6478
5928,5656,6144
5929,5709,2562
5930,5534,6434
5931,5534,6597
5932,5709,2562
5933,4115,6502
5934,4115,6087
5935,4115,6016
5936,4941,6834
5937,4143,7038
5937,4916,6215
5938,5198,6267
5939,4119,6538
5939,4835,5976
5940,4238,6763
5941,4846,5797
5941,5482,5931
5941,5509,5856
5942,4805,6090
5943,5480,7031
5944,5113,6242
5945,4346,5735
5946,4346,5766
5947,4151,2562
5947,5678,6549
5947,5689,6757
5949,5461,5967
5950,5461,6370
5951,5461,6738
5952,5461,5966
5953,4342,5966
5954,5678,2562
5955,5678,2562
5958,5656,6282
5959,5656,5967
5960,5542,5752
5961,5542,5773
5962,4119,6651
5962,5225,6377
5963,5111,6749
5964,5111,6001
5965,4781,6289
5966,4771,6427
5967,4818,5925
5968,4226,6640
5969,4188,5935
5969,4189,5935
5969,4563,5935
5969,4564,5935
5970,4698,6743
5970,5187,5923
5971,5482,5915
5972,7422,2562
5973,4322,5715
5974,4940,5978
5975,5661,6002
5977,4238,6389
5978,5202,6613
5979,5660,5912
5980,4256,5866
5980,4423,6243
5980,4930,6738
5980,5418,5916
5980,5439,6243
5981,4154,6633
5982,5383,6152
5983,4244,6012
5984,7458,2562
5985,7459,2562
5986,7465,2562
5987,7465,2562
5988,23370,5791
5989,23370,5829
5990,23370,5923
5991,23370,5948
5992,5199,5774
5993,5484,6130
5994,5484,6128
5995,4441,6246
5995,4503,5817
5995,5020,5806
5995,5707,5904
5996,4221,6377
5998,4330,5912
5999,4330,7024
6000,4330,6814
6001,5566,6763
6002,4951,6685
6003,5002,6763
6004,5002,6018
6005,5328,6749
6005,5479,7057
6006,4299,6377
6007,4835,5955
6007,5284,6719
6008,4223,6763
6008,4611,23423
6009,5266,6749
6009,5531,6763
6010,4837,6488
6011,4661,6377
6011,4805,6306
6012,4629,6306
6013,4218,6775
6014,4218,6024
6015,5512,5925
6016,5107,6389
6017,4759,5923
6017,5682,2562
6017,7441,2562
6018,4921,6162
6019,4500,5886
6019,5096,5935
6020,5482,5729
6021,4302,6608
6022,5007,6887
6023,5113,6242
6023,5113,6306
6024,4337,6897
6025,4337,5912
6026,4326,6867
6026,5688,6313
6027,4326,6867
6027,5688,6103
6028,5688,6299
6028,16535,16536
6029,4341,6996
6030,4351,6144
6031,4131,6741
6031,5502,2562
6032,4131,6367
6032,5502,2562
6033,4411,6597
6034,4425,6184
6035,5678,2562
6035,5688,2562
6036,4514,6267
6037,5387,6456
6038,5387,6464
6039,5387,5990
6041,5387,6453
6042,5387,6454
6043,5387,6455
6044,5387,6449
6045,4567,6737
6045,5387,6737
6046,5387,6452
6047,4119,6018
6047,4566,6488
6047,5383,6856
6048,4119,6197
6048,4566,6931
6048,5383,6156
6049,4566,21226
6049,5383,7859
6050,4119,6763
6050,4425,6249
6050,4566,6152
6050,5383,6488
6052,4566,5981
6053,4256,6249
6053,4566,6712
6054,4612,6242
6055,4612,6081
6056,4663,5866
6057,5154,5753
6058,5154,5753
6059,5225,6749
6060,5638,2562
6061,4334,6763
6062,4325,2562
6062,5005,2562
6063,4325,2562
6063,5005,2562
6063,5705,2562
6064,4930,7053
6065,4930,7065
6066,4792,6071
6066,5342,5915
6067,4325,2562
6067,4501,2562
6067,5005,2562
6067,5688,2562
6067,5705,2562
6067,7425,2562
6067,7468,2562
6068,4325,2562
6068,4501,2562
6068,5005,2562
6068,5688,2562
6068,5705,2562
6068,7425,2562
6068,7468,2562
6069,4486,6703
6070,4485,5967
6071,4485,6243
6072,4486,6703
6073,4485,6704
6073,4499,5945
6073,5439,6243
6074,4485,6621
6075,4486,6703
6076,4485,6435
6077,4485,5945
6078,4805,6306
6078,5383,6488
6079,4805,6306
6079,5383,6488
6080,4805,6311
6081,4566,6847
6081,4805,6906
6082,4566,6156
6082,4805,6311
6083,4629,6426
6084,7458,2562
6085,4837,5915
6085,5044,2562
6087,4838,5916
6088,4805,6755
6088,5288,6840
6089,4805,6306
6089,5288,6377
6090,4970,6389
6091,5566,6001
6092,5566,6749
6093,5169,6651
6094,5169,6389
6095,5169,6960
6096,5169,6018
6098,4119,6020
6098,4566,6493
6098,4644,6930
6098,5383,6862
6099,5439,6243
6100,5418,6242
6100,5534,6703
6101,5562,5753
6101,5710,5825
6102,5169,6389
6103,5656,6370
6104,7433,2562
6104,7461,2562
6105,5678,6782
6106,5678,7010
6107,5678,6025
6108,5473,6538
6110,5450,6302
6111,5450,6743
6112,5464,6162
6114,5439,6071
6115,5439,6434
6115,5534,5966
6116,5439,6242
6116,5534,6243
6117,5439,6243
6117,5534,6243
6118,5331,6828
6119,4119,6389
6119,4566,5976
6119,4644,6838
6119,5383,6488
6120,5306,6435
6120,5391,5834
6121,5306,6435
6121,5391,5834
6122,4119,6018
6122,4425,6608
6122,4565,6488
6122,5383,6856
6123,4119,6538
6123,4425,6249
6123,4565,6152
6123,5383,6488
6124,4119,6899
6124,4425,6610
6124,4566,6492
6124,5383,6861
6125,4805,6009
6125,4835,6252
6125,5284,5981
6126,4425,6252
6126,4566,6156
6126,5284,6719
6127,4684,5733
6128,4722,5996
6131,4346,5734
6131,5044,2562
6132,4302,6608
6132,4566,6289
6132,5288,6377
6133,4425,6249
6133,4566,5976
6133,5288,6081
6134,4425,6608
6134,4566,6488
6135,4412,6558
6135,4457,6484
6135,4567,6368
6135,5321,6287
6135,5467,6677
6136,4725,6507
6137,4725,6954
6138,4566,5976
6138,4805,6306
6138,5383,6488
6139,4566,6835
6139,4805,6641
6139,5383,6250
6140,4566,5976
6140,4805,6306
6141,4837,5866
6142,4837,5915
6143,4900,5990
6144,7416,2562
6144,7441,2562
6145,7460,2562
6146,7416,2562
6146,7441,2562
6147,5678,2562
6147,5687,2562
6147,5688,2562
6147,7441,2562
6149,4953,6704
6152,4953,7022
6153,4953,6703
6154,4954,2562
6155,4159,6763
6155,5013,6683
6155,5464,6640
6156,5017,2562
6156,7461,2562
6157,5016,6690
6158,7469,2562
6159,7469,2562
6161,7469,2562
6162,7469,2562
6163,5117,6012
6164,5452,2562
6165,5452,2562
6166,5473,5990
6167,5482,5753
6168,7470,2562
6169,7469,2562
6170,5536,6714
6171,5536,6290
6172,4725,6538
6173,5708,6972
6174,5709,5966
6175,5185,6434
6176,5185,6001
6178,4792,5966
6178,5696,6737
6179,4792,6704
6179,4930,7054
6180,7469,2562
6181,7469,2562
6182,4930,6935
6182,5086,2562
6183,4119,6018
6183,4425,6608
6183,5383,6856
6184,4119,6197
6184,4425,6252
6184,5383,6156
6185,4119,7001
6185,4425,5870
6185,5383,6927
6187,4612,6377
6187,5383,6488
6188,4612,6377
6188,5383,6856
6190,4256,6282
6191,5274,7065
6193,5274,2562
6194,5275,6156
6195,5275,6122
6196,5275,7061
6197,5282,5790
6198,5338,5834
6200,4119,6897
6200,4425,6608
6200,5288,6377
6201,4302,5923
6201,5288,6838
6202,4302,6608
6202,5288,6377
6203,4302,6608
6203,5288,6377
6204,5342,5915
6205,5338,5966
6206,4119,6763
6206,4425,6249
6206,5288,6081
6207,4425,5927
6207,5288,6840
6208,5383,6156
6209,5383,7859
6210,5383,6365
6211,5326,5990
6212,5284,5866
6213,5284,5866
6214,4119,6197
6214,4302,5927
6214,5383,6156
6215,4388,6391
6216,4221,2562
6216,7433,2562
6217,5687,2562
6217,5705,2562
6218,4256,2562
6218,4343,2562
6218,5044,2562
6220,4256,6830
6221,7471,2562
6222,4487,6704
6223,4485,6242
6223,4499,5932
6223,5439,5944
6224,4607,5915
6224,5709,2562
6224,7439,2562
6225,4119,6538
6225,4425,6249
6225,4565,6152
6225,5383,6488
6226,4119,6197
6226,4425,5927
6226,4566,6719
6226,5383,6156
6227,4119,7001
6227,4425,5870
6227,4566,6267
6227,5383,6927
6228,4629,2562
6228,4759,5923
6228,7464,2562
6229,4694,6935
6230,4846,5797
6230,5482,5931
6230,5509,5856
6231,4792,2562
6232,5326,6488
6232,5476,6683
6233,4402,6407
6234,5274,5915
6235,5696,2562
6236,5696,2562
6238,4978,6243
6239,4977,6596
6241,4119,6538
6241,5383,6488
6242,4482,5915
6243,4485,6925
6244,4330,5912
6245,4119,6538
6245,7453,2562
6246,5008,6389
6247,7459,2562
6248,5439,5865
6249,5439,6242
6250,5439,6242
6251,5439,5915
6252,5439,5915
6253,5705,2562
6253,7422,2562
6254,5705,2562
6254,7422,2562
6256,4256,6221
6257,5709,2562
6258,4119,6539
6258,4612,6083
6259,5476,2562
6260,5710,6905
6262,5656,5966
6263,7461,2562
6264,4326,6389
6264,5482,6440
6265,5185,6462
6266,5185,6255
6267,5185,6418
6268,5194,6791
6269,5260,5916
6270,4425,6249
6270,5383,6488
6271,5386,6265
6273,5439,5962
6274,5439,5990
6275,5439,6242
6276,5439,5962
6277,5439,6597
6278,5439,5866
6279,5439,6243
6280,5678,2562
6280,5688,2562
6281,7472,2562
6282,7473,2562
6283,7473,2562
6284,5194,6036
6285,7472,2562
6286,7472,2562
6287,4415,5976
6288,4415,6129
6289,4414,6001
6290,4415,6001
6291,5502,6935
6292,5502,5990
6293,5502,6435
6294,5502,6448
6295,5474,6692
6295,5491,6213
6296,5474,6233
6296,5491,6916
6297,5474,7036
6297,5491,6460
6298,5447,6965
6300,4223,6538
6300,4425,6249
6300,4566,5976
6300,5287,6362
6301,4119,6763
6301,4566,6152
6301,5288,6081
6302,4119,6898
6302,4566,6491
6302,5383,6859
6303,4119,6389
6303,4566,5976
6303,4805,6001
6303,5383,6488
6306,4725,6193
6306,4759,5857
6307,4119,6763
6307,4612,6377
6307,5383,6488
6308,4119,6018
6308,4612,6749
6308,5383,6856
6309,4159,6193
6309,5008,6041
6311,4256,6282
6312,4256,2562
6314,7474,2562
6316,7475,2562
6317,4449,6091
6317,5476,5907
6318,4449,6092
6318,5476,5907
6319,4449,7047
6319,5476,5907
6320,4449,7049
6320,5476,5907
6321,4449,7045
6321,5476,5907
6322,4496,5990
6323,4119,6897
6323,4612,2562
6323,5383,6856
6324,4119,6897
6324,4566,6488
6324,4612,6749
6324,5383,6856
6325,4223,6669
6325,4318,6528
6325,7453,2562
6326,5365,6976
6327,4567,5990
6328,4629,6754
6329,4566,6295
6329,4805,6311
6330,4713,6296
6331,4675,5990
6332,4360,6934
6334,4865,6289
6335,4992,6249
6335,5464,6100
6336,5439,6434
6336,5534,6703
6337,4241,6771
6337,4977,7986
6337,5163,6465
6337,5318,6026
6338,5169,2562
6339,5272,6530
6340,5272,7061
6342,5476,5861
6343,4119,6763
6343,4612,2562
6343,5383,6488
6344,4639,6954
6345,4425,6073
6345,5288,6954
6346,5476,5891
6347,5338,5967
6348,5453,6329
6349,7473,2562
6350,7473,2562
6351,5461,5866
6352,5499,5990
6353,5095,6241
6354,5656,6632
6355,7416,2562
6356,4119,7002
6356,5383,6928
6357,4320,6977
6357,5341,5916
6358,4612,6377
6358,22065,6825
6359,4524,6751
6361,4714,6738
6362,7476,2562
6364,5335,6763
6365,5335,6763
6366,5335,6241
6367,4423,6242
6367,4978,6242
6367,5274,2562
6368,4612,5915
6368,5638,5865
6369,4289,2562
6369,7477,2562
6370,5711,6070
6371,4458,7017
6371,5324,6526
6371,5473,7058
6372,4320,6976
6372,5341,5915
6373,5342,5915
6373,5706,2562
6375,4612,5915
6375,5706,2562
6376,4612,6242
6376,5706,2562
6377,4256,6704
6377,4423,5881
6378,4256,6704
6378,4423,5774
6379,5320,6954
6380,20642,5857
6381,4875,6651
6382,5141,6763
6383,4131,6142
6385,4963,6267
6386,7436,2562
6387,4485,5812
6388,5239,6966
6390,5640,6504
6394,5229,19445
6394,5656,5966
6395,4496,5834
6395,4837,5916
6395,5163,5841
6395,5576,5753
6400,4425,6249
6400,5284,6712
6402,4287,6408
6402,4943,6727
6402,5237,6408
6403,5706,6377
6404,5706,6749
6405,4398,5814
6406,4398,5835
6407,4573,6712
6408,4255,5916
6409,5476,5891
6410,5476,5866
6411,4303,6303
6412,5501,6608
6413,5562,5753
6414,4283,6162
6414,5227,6504
6414,5258,6389
6415,5534,6243
6416,4485,6243
6417,4714,6479
6418,5476,5861
6419,4193,6749
6420,4182,6699
6421,5434,5829
6422,5434,5870
6423,5434,5923
6424,5434,6249
6425,5434,6712
6426,4128,5976
6427,4128,6377
6428,5455,6152
6429,5455,6152
6430,5455,6377
6431,4862,6306
6431,5383,6488
6432,4514,6762
6433,4966,6474
6434,7863,6951
6435,5484,6607
6435,5677,5847
6436,4834,6081
6436,5126,6927
6437,4834,6377
6437,5126,6152
6438,4188,6927
6438,4189,6927
6438,4563,6927
6438,4564,6927
6439,4458,2562
6439,5015,2562
6439,7435,2562
6440,4459,6432
6440,4568,6271
6440,5132,6345
6440,5480,6273
6441,4894,7032
6442,5580,6608
6443,5580,6073
6444,5580,6184
6445,4917,6954
6446,4917,6162
6447,4917,6504
6448,4956,6162
6448,5703,6504
6449,5399,6377
6450,5399,6001
6451,5399,6306
6452,4835,6927
6452,4862,6306
6453,5130,6745
6454,4425,6249
6454,4805,6001
6454,5383,6530
6455,4630,6749
6456,4630,6001
6457,4630,6291
6458,5669,6162
6459,5669,6579
6460,5669,6954
6461,5160,6749
6462,4966,6488
6463,4775,6624
6465,4894,6148
6466,4330,7044
6467,5464,6755
6468,5119,6704
6469,5601,6001
6470,5601,6306
6471,4415,5865
6471,5229,5966
6471,5656,5966
6472,4318,6306
6473,4661,6081
6473,4805,6306
6474,4346,5734
6475,4346,5765
6476,4131,5990
6477,5145,5918
6478,5145,6245
6479,5113,6001
6480,5678,6782
6481,4902,6412
6482,4902,6527
6483,4802,6306
6484,5603,6856
6486,4621,5806
6486,5476,6994
6486,5481,16948
6486,7478,6982
6487,4261,6831
6488,5440,6743
6489,5105,5915
6490,5464,5990
6491,4705,5916
6492,5580,6289
6493,5439,6703
6494,5445,5857
6495,5432,5978
6496,5456,5870
6497,5456,5923
6498,5205,6712
6499,5712,6267
6500,5712,6712
6501,4849,5990
6502,5331,6814
6504,4900,6704
6504,5333,5967
6505,5022,6704
6506,4480,6954
6507,4117,6377
6508,5410,6856
6509,4719,5978
6510,4119,6564
6510,4318,6488
6510,4599,6184
6511,4529,6715
6512,4728,5923
6513,4604,6222
6513,4656,6712
6514,4604,6001
6515,4604,6715
6516,5365,6596
6517,4582,6749
6517,5121,6302
6518,4582,6954
6518,5121,6302
6519,5139,6242
6520,4762,5913
6521,5459,6712
6522,5459,5976
6523,5459,6152
6524,4726,6856
6524,5383,6088
6525,4330,5990
6526,5197,5834
6527,4600,6609
6528,5646,6001
6529,5646,6306
6530,4140,6715
6531,5591,6857
6532,5490,5990
6533,5490,6763
6534,5333,5913
6535,5173,5978
6536,4248,5721
6537,4187,6315
6537,4462,6019
6537,4958,6860
6538,4372,6504
6539,4372,6102
6540,4216,5756
6541,4373,6763
6542,4775,6763
6543,5105,6960
6544,5597,6001
6545,5597,6306
6546,4654,5753
6547,4183,6070
6548,4707,6763
6549,4330,6656
6550,4330,6940
6550,5013,6504
6551,4330,6562
6551,5013,6162
6552,4330,6814
6552,5013,6100
6553,5134,5976
6554,5134,6712
6555,5157,5923
6556,5157,6267
6558,4742,5828
6559,5547,5916
6560,5333,6540
6561,5416,5870
6562,5416,5923
6563,5416,6249
6564,4489,5967
6565,4965,5990
6566,5454,6867
6567,5454,5953
6569,4451,6391
6570,4451,6768
6571,4138,5990
6572,4408,5990
6573,4350,6504
6574,4350,6306
6575,5219,6749
6576,5600,5923
6577,5600,6249
6578,4834,6081
6578,5663,6193
6579,4834,6081
6579,5663,7001
6580,4425,5927
6580,4566,6719
6580,5383,6156
6581,4318,6001
6581,4674,6249
6581,4948,5791
6581,5254,6856
6582,5511,6792
6583,5284,5824
6583,5458,6434
6584,5284,5824
6584,5709,6050
6585,5709,6703
6586,5284,5824
6586,5341,5915
6587,5284,5824
6587,5341,5915
6588,5284,5824
6588,5458,6434
6589,5284,5824
6589,5458,6434
6590,4962,6749
6591,23370,5870
6592,4531,18976
6593,4319,5990
6594,4566,6488
6594,4805,7009
6595,4997,5813
6596,4997,5866
6597,4756,6743
6598,4756,5996
6599,4756,6388
6600,5460,6377
6601,5460,6749
6602,5460,6001
6603,4298,5916
6604,4759,5923
6604,7464,2562
6605,5012,17654
6606,5006,6469
6607,5169,6755
6608,4977,6597
6609,4718,6912
6610,4953,6243
6610,5656,5967
6611,4634,6243
6611,5585,5866
6612,4329,6504
6612,5008,6504
6613,4856,6306
6614,4856,6504
6615,4856,6651
6616,4566,5976
6616,4805,6306
6616,5383,6488
6617,4119,6389
6617,4566,5976
6617,4805,6001
6617,5383,6488
6618,4346,5734
6618,5044,5966
6618,5086,6369
6619,4580,6144
6619,7479,7022
6620,5428,6488
6621,4119,6193
6621,4223,6354
6621,4318,6542
6622,5236,5981
6623,4514,6743
6624,4344,6162
6625,4344,6763
6626,5659,6389
6627,5201,6640
6628,5117,6012
6629,5588,6081
6630,5234,6708
6631,5588,6381
6632,4246,6289
6633,4670,6250
6634,4670,8777
6635,4885,6014
6636,4565,6488
6636,4805,6823
6637,4805,6823
6638,4302,6733
6638,5383,6856
6639,7411,7012
6641,4614,6086
6641,5556,6723
6643,4614,5983
6643,5556,6723
6644,4614,6253
6644,5556,5983
6645,4614,6253
6645,5556,6723
6646,4614,6253
6646,5556,6253
6647,4616,6371
6647,4812,5971
6648,4812,6148
6648,7480,6387
6649,4812,6926
6649,7480,6097
6650,5139,6242
6652,4614,6846
6652,4812,5971
6652,5262,6688
6652,5556,6723
6652,5558,6358
6653,5406,5826
6654,5556,6723
6655,5556,6614
6656,5556,5983
6657,4452,5834
6658,4134,5774
6659,7411,6414
6660,4329,6683
6660,5008,6306
6661,5155,5990
6662,4892,6227
6662,5421,6127
6663,4892,6227
6663,5421,6192
6664,4892,6227
6664,5421,6991
6665,4892,6226
6665,5421,6991
6666,4892,6226
6666,5421,6192
6667,4892,6226
6667,5421,6127
6668,4565,6488
6668,4805,6867
6668,5286,6579
6669,4385,6223
6670,5465,7001
6672,7481,6001
6674,7483,6162
6675,4452,5813
6675,4837,5916
6676,7484,6712
6677,7484,5976
6678,7484,6712
6679,7484,5976
6680,4862,6306
6681,4250,2562
6682,4339,5990
6683,4425,5923
6683,5383,6152
6684,4805,6306
6685,4892,18655
6687,4892,18656
6688,4892,18657
6689,4549,5802
6689,4698,2562
6690,4805,6867
6690,5383,7040
6691,4805,6867
6691,5383,6679
6692,4566,6156
6692,4805,6009
6692,5383,6680
6693,7485,7522
6694,4119,6020
6694,4425,6612
6694,4566,6493
6694,5383,6862
6695,4187,7029
6696,4187,6763
6697,4161,6001
6698,5389,6222
6699,4256,2562
6699,4265,2562
6700,21814,6289
6701,21814,6640
6702,4661,6983
6702,5333,6165
6703,4661,5825
6704,4119,6389
6704,5438,6867
6706,4423,5774
6706,4837,5916
6706,5341,5916
6707,5484,5978
6708,16743,16742
6709,5501,7514
6710,4425,6719
6710,4599,6442
6710,5284,6295
6710,5288,6295
6711,5656,5967
6712,5656,6282
6713,4566,6156
6713,5332,6507
6714,4684,5758
6714,5187,7516
6715,4684,5758
6715,5187,7517
6716,4957,6377
6717,4957,6712
6718,4221,6389
6718,4723,6162
6719,4802,6651
6720,4802,6867
6721,4119,6897
6722,7488,6749
6723,7489,6001
6724,7490,6608
6725,7490,6981
6726,7490,6184
6727,7490,6528
6728,4198,7523
6728,4984,7010
6728,5378,7524
6729,4371,6281
6730,4425,6252
6730,4835,6270
6730,5383,6156
6731,4805,6009
6731,4835,6270
6731,5383,6156
6732,4425,6270
6732,5284,6719
6732,5290,6931
6733,4223,7515
6733,4318,6532
6733,5438,6488
6734,5418,6435
6735,4977,6596
6736,4978,6703
6737,5386,7518
6738,4119,6538
6738,4425,6249
6738,4491,6184
6738,5282,5976
6739,7491,5976
6740,7491,6289
6741,7491,6001
6742,4119,6407
6742,4318,6528
6742,4805,6001
6742,5284,5976
6743,4119,6763
6743,5225,6377
6743,5393,6749
6744,5501,6715
6745,4698,5754
6745,4974,5829
6746,4835,6719
6746,5332,6507
6746,5383,6494
6747,4425,6252
6747,4566,5981
6748,4119,6365
6748,4318,6184
6748,5288,6219
6748,5438,6088
6749,4485,5967
6749,5439,6704
6750,4485,6243
6750,4953,6704
6750,5439,6435
6751,7492,6306
6752,7492,6001
6753,7492,6749
6754,4485,5967
6754,5044,5916
6754,5439,6435
6755,7547,6763
6756,5443,6762
6757,4977,6263
6757,5352,6263
6758,5113,6242
6759,4181,6704
6759,5439,6264
6760,5397,5916
6760,5439,6243
6761,7548,7602
6762,7549,5911
6763,5154,7603
6763,5271,7604
6764,4891,6517
6765,4891,7605
6766,5346,5773
6767,5168,6755
6768,7550,6389
6769,17315,6749
6770,7552,6641
6771,7553,2562
6772,7554,6674
6773,5351,6715
6774,4566,6749
6774,4805,6018
6775,4886,6772
6776,7618,6001
6777,7618,6306
6778,7618,6306
6779,4713,6289
6780,4994,5976
6781,4713,5976
6782,7782,6440
6784,5523,5990
6785,5114,6250
6786,7786,6928
6787,7788,6377
6788,7789,6640
6789,7789,7001
6790,4722,6302
6791,4722,6650
6792,4722,5882
6793,4722,5901
6794,4722,7795
6795,4722,7796
6796,7783,7785
6797,5523,5990
6798,4722,5990
6799,4835,5990
6800,5046,5990
6801,4256,6289
6801,4629,6426
6802,7800,6917
6803,5216,5990
6804,5096,5990
6805,7803,5990
6806,7803,5990
6807,4404,5990
6808,4995,5990
6809,5272,5990
6810,5272,5990
6814,4884,6014
6815,4884,6014
6816,4886,6014
6817,4886,6772
6818,4886,6772
6819,4882,6014
6820,4880,6014
6821,4881,6014
6822,7451,6014
6823,4887,6014
6824,4889,6014
6825,4890,6014
6826,4888,6014
6827,4881,6939
6827,4885,6497
6828,4886,6497
6828,7451,6939
6829,4886,6758
6829,7451,6758
6830,5601,6377
6831,5601,6152
6834,4165,6765
6834,5476,5907
6835,4229,6243
6836,4249,8264
6837,7618,5912
6838,4249,8265
6839,7618,6241
6840,7471,2562
6841,4838,5915
6841,5341,5915
6842,4838,6263
6842,5341,5915
6843,4331,7853
6843,5326,5741
6843,5476,7850
6844,4567,6738
6845,4567,6479
6846,4834,6377
6846,4996,6001
6847,4604,6668
6848,4805,6009
6848,5288,6085
6849,4332,7855
6849,5010,7856
6849,5326,7857
6849,5476,7858
6850,5063,6018
6851,4119,7000
6852,4119,7861
6852,4565,6294
6852,5383,6862
6853,7864,6951
6854,7865,6504
6855,7865,6291
6856,4411,6267
6857,4642,6289
6858,4514,6246
6859,7868,7869
6860,5214,6712
6861,5214,5976
6862,4604,6377
6863,4356,6608
6863,5383,6856
6864,7872,6001
6865,7872,6306
6866,7874,7875
6867,7873,6001
6868,7873,6306
6869,4713,6640
6870,4668,6661
6871,5196,5976
6872,5196,6289
6873,5196,6488
6874,5105,5990
6875,4238,5912
6875,7888,6001
6876,7889,6749
6877,7889,6001
6878,4955,6281
6879,4955,5965
6880,4985,6488
6881,4673,5990
6882,4548,5724
6883,4548,5803
6884,4548,5722
6885,4956,6001
6886,4956,6715
6887,7945,6377
6888,7945,6749
6889,7945,6001
6890,7946,7947
6891,4684,5948
6892,4119,6651
6892,4835,6927
6893,4119,6651
6893,4835,6712
6894,4119,6651
6894,4835,5976
6895,4402,6389
6896,4256,6834
6898,4356,6252
6899,4951,7956
6900,4847,5945
6901,4847,5945
6902,5008,6704
6903,7958,7960
6904,7957,5773
6905,5105,5894
6906,5236,6081
6907,5236,6377
6908,7866,7968
6909,5202,6608
6910,4241,6771
6910,5318,6026
6910,5342,5977
6911,7975,6082
6912,7979,5967
6913,7976,7977
6914,5316,5990
6916,7980,7981
6918,4977,5747
6918,5163,6465
6918,5318,6026
6919,5274,7065
6920,4875,6548
6921,8000,5923
6922,5670,6001
6923,5670,6306
6924,5670,6504
6925,4278,5786
6926,4310,6152
6926,4861,5835
6926,5267,6162
6927,4471,5990
6928,4849,6597
6929,4612,6840
6930,5539,5870
6931,5120,6679
6932,8043,8038
6933,8043,8039
6934,8036,6867
6935,5482,5729
6936,5509,5889
6937,5509,5932
6938,4846,5797
6938,5482,5931
6938,5509,5856
6939,5509,5856
6940,5482,5932
6941,4846,5797
6941,5482,5931
6941,5509,5856
6943,5482,5753
6944,5482,5915
6945,4500,5887
6946,4482,5915
6947,4482,5916
6948,4482,6001
6949,4482,6763
6950,4482,5915
6951,4482,6001
6952,4482,6306
6953,4482,6306
6954,4482,5915
6956,5194,6030
6957,5194,6030
6958,5194,6030
6959,5194,6029
6960,4510,6728
6961,8055,2562
6961,8056,2562
6962,4479,7608
6963,4479,7607
6964,4479,5781
6965,4721,6373
6966,4721,6744
6967,4721,6952
6968,4721,5997
6969,5536,6714
6970,5536,6290
6971,4315,5978
6972,5552,6611
6973,5552,6836
6974,5552,6075
6975,5552,6363
6976,5444,5948
6977,4684,5758
6978,4684,5733
6980,4684,5746
6981,4684,5768
6982,4684,5781
6983,4608,5991
6984,4323,6300
6985,4684,5758
6985,5187,7516
6986,4684,5758
6986,5187,7517
6987,8067,6162
6988,8067,6153
6989,8067,6749
6990,4996,6001
6991,4482,5915
6992,5015,6574
6992,5393,6289
6993,4834,6081
6993,4917,6162
6994,4834,6081
6994,4917,6504
6995,8088,6088
6996,8090,5886
6997,8090,5908
6998,4187,6306
6999,4187,6651
7000,4187,6311
7001,4187,6656
7002,4322,5714
7003,4977,6703
7004,4440,6246
7004,4501,5817
7004,5021,5806
7004,5710,5904
7005,5164,6465
7005,5318,6026
7005,5342,5977
7006,4242,6771
7006,5163,6465
7006,5318,6026
7006,5342,5977
7007,4242,6657
7007,5163,6465
7007,5318,6026
7007,5342,5977
7008,8219,6749
7009,8219,6377
7010,4243,5756
7011,4115,6503
7012,5141,6307
7014,5065,5990
7015,4975,5990
7016,8220,6085
7017,8220,6380
7018,8220,6377
7019,8220,6081
7020,4671,6648
7021,8221,6249
7022,8221,6608
7023,8221,6981
7025,4398,5857
7026,4651,5990
7027,4805,6009
7027,5284,6719
7028,4425,6252
7028,4566,5981
7028,5383,6494
7029,8230,18722
7030,4655,6712
7030,4716,6267
7031,8231,5866
7032,4244,6944
7032,4367,6896
7033,5118,6954
7034,4425,6252
7034,4835,6719
7034,5383,6494
7035,5214,6152
7036,4565,6856
7036,4805,6090
7036,5286,6954
