Sex,Agemos,L,M,S,P3,P5,P10,P25,P50,P75,P85,P90,P95,P97
1,214.5,-1.885209876,21.789880029,0.1323612888,17.766833147,18.156440415,18.807657336,20.064116992,21.789880029,24.027543736,25.538242002,26.731694113,28.838751302,30.493869233
1,215.5,-1.879823505,21.843038191,0.1323204265,17.809343234,18.200142556,18.853283398,20.113189213,21.843038191,24.084703667,25.597160953,26.791408705,28.898476211,30.552251518
1,216.5,-1.874670324,21.895868501,0.1322863818,17.851502186,18.243486617,18.898543729,20.161896146,21.895868501,24.141658453,25.656012444,26.851199913,28.958617197,30.611401484
1,217.5,-1.869760299,21.948361684,0.1322595999,17.893294718,18.286457268,18.943423209,20.210224137,21.948361684,24.198408662,25.714806292,26.911086259,29.019210796,30.671371759
1,218.5,-1.865113245,22.00050569,0.1322404176,17.934708987,18.329041829,18.98790813,20.258158849,22.00050569,24.254950982,25.773548883,26.971083943,29.080295026,30.732221216
1,219.5,-1.860734944,22.052292423,0.1322293301,17.975728091,18.371223685,19.031982616,20.305686799,22.052292423,24.311287915,25.832252068,27.031213333,29.141907344,30.794002112
1,220.5,-1.85663384,22.103713048,0.132226801,18.01633608,18.412986957,19.07563119,20.352794329,22.103713048,24.367420965,25.890926872,27.091494342,29.204085991,30.856769055
1,221.5,-1.852827186,22.154756029,0.1322332005,18.056519892,18.454317938,19.118839426,20.399466948,22.154756029,24.42334799,25.949581158,27.151944818,29.266870788,30.920582776
1,222.5,-1.849323204,22.205412485,0.1322489931,18.09626344,18.495200616,19.161591719,20.445690891,22.205412485,24.479070625,26.008226305,27.212585282,29.330301268,30.985499998
1,223.5,-1.846131607,22.255673,0.1322746254,18.135551117,18.535619323,19.203872602,20.491452188,22.255673,24.534589849,26.066873207,27.273436078,29.394417774,31.051579489
1,224.5,-1.843261294,22.305528306,0.132310549,18.174367057,18.575558186,19.245666485,20.536736874,22.305528306,24.589906919,26.125533104,27.334517958,29.459261215,31.118880803
1,225.5,-1.840720248,22.354969299,0.1323572208,18.212695116,18.615001112,19.286957644,20.581531003,22.354969299,24.645023377,26.184217589,27.395852082,29.524873058,31.187464273
1,226.5,-1.83851544,22.403987057,0.132415103,18.250518862,18.653931783,19.327730231,20.625820657,22.403987057,24.699941066,26.242938608,27.457460009,29.591295323,31.257391016
1,227.5,-1.83665586,22.452571818,0.132484631,18.287822536,18.692334366,19.367968582,20.669591593,22.452571818,24.754660754,26.301707228,27.519362828,29.658570912,31.328724775
1,228.5,-1.835138046,22.500717781,0.1325663592,18.3245866,18.730190245,19.407655808,20.712830948,22.500717781,24.809188521,26.360539323,27.581585159,29.726742037,31.401523441
1,229.5,-1.833972004,22.548414372,0.132660699,18.360795645,18.767483802,19.446776244,20.755524086,22.548414372,24.863524151,26.419445233,27.644147851,29.79585303,31.475854413
1,230.5,-1.833157751,22.595654215,0.1327681527,18.396431373,18.804197322,19.485313359,20.797657557,22.595654215,24.917671662,26.478439122,27.707074586,29.865947819,31.55178078
1,231.5,-1.83269562,22.642429557,0.1328892105,18.431475639,18.840313184,19.523250621,20.839217729,22.642429557,24.971634592,26.537534783,27.770388909,29.93707103,31.629367479
1,232.5,-1.832584342,22.688732921,0.1330243684,18.465909907,18.875813476,19.560571356,20.88019106,22.688732921,25.025416852,26.596746393,27.834114754,30.009267783,31.708680201
1,233.5,-1.832820974,22.734557126,0.1331741285,18.499715238,18.910679987,19.597258745,20.920564098,22.734557126,25.079022735,26.656088513,27.898276446,30.082583688,31.789785392
1,234.5,-1.833400825,22.779895295,0.1333389994,18.532872277,18.944894195,19.633295823,20.960323489,22.779895295,25.132456931,26.715576094,27.962898694,30.157064835,31.872750249
1,235.5,-1.834317405,22.824740868,0.1335194959,18.565361241,18.978437264,19.668665474,20.999455987,22.824740868,25.185724534,26.775224484,28.028006597,30.232757788,31.957642718
1,236.5,-1.83555752,22.869089116,0.1337161923,18.597160159,19.011288695,19.703349738,21.037948851,22.869089116,25.238833149,26.835051321,28.093626974,30.309709009,32.044528529
1,237.5,-1.837119466,22.912931508,0.1339295249,18.628251422,19.043431335,19.7373324,21.075788351,22.912931508,25.291785022,26.895069442,28.159783363,30.387967,32.13348232
1,238.5,-1.838987063,22.956263733,0.1341600729,18.658612451,19.074844245,19.770595302,21.112961907,22.956263733,25.34458825,26.955296972,28.226503126,30.467579243,32.224571824
1,239.5,-1.841146139,22.999080616,0.1344083809,18.688221612,19.105507218,19.803120682,21.149456727,22.999080616,25.397249669,27.015750924,28.293812944,30.548594139,32.317867911
1,240,-1.84233016,23.020294238,0.134539365,18.702737405,19.120551107,19.819101225,21.167445634,23.020294238,25.423529396,27.046068183,28.327697528,30.589642847,32.36536586
1,240.5,-1.843580575,23.041377338,0.1346750014,18.717056794,19.13539969,19.834890606,21.185260137,23.041377338,25.449776571,27.076448741,28.361739896,30.631060541,32.413442178
2,24,-0.98660853,16.423396643,0.085451785,14.147346696,14.397870893,14.801340537,15.528075872,16.423396643,17.427456589,18.018205792,18.441393172,19.10623522,19.564109584
2,24.5,-1.024496827,16.388040561,0.085025838,14.132262709,14.380186596,14.77964811,15.49975639,16.388040561,17.38581552,17.973714126,18.395263724,19.058238445,19.515343333
2,25.5,-1.102698353,16.318971901,0.0842140522,14.102408138,14.345272624,14.736946277,15.444219009,16.318971901,17.304848111,17.887488124,18.306107823,18.965949897,19.421979887
2,26.5,-1.18396635,16.252079845,0.083455124,14.072973937,14.310968062,14.695158096,15.390148458,16.252079845,17.226931896,17.804890513,18.22103253,18.878533884,19.334103823
2,27.5,-1.268071036,16.187346686,0.0827482842,14.043963369,14.277276856,14.65428696,15.337542177,16.187346686,17.152024977,17.725863959,18.139970156,18.795909992,19.251630386
