"167346","4"
"251322","4"
"20267","4"
"33475","4"
"155660","4"
"177909","4"
"227521","4"
"20265","4"
"273015","4"
"31358","4"
"217085","4"
"217707","4"
"150662","4"
"217087","4"
"217088","4"
"161244","2"
"210198","4"
"208785","4"
"453","4"
"458","4"
"186701","4"
"194602","4"
"197109","4"
"88104","2"
"155357","2"
"32050","4"
"160179","4"
"281933","4"
"281934","4"
"160161","4"
"280656","4"
"281932","4"
"156979","4"
"109739","4"
"81249","4"
"1278","4"
"32522","4"
"76500","4"
"31938","4"
"28567","4"
"1282","4"
"32376","4"
"76498","4"
"31939","4"
"132083","4"
"28473","4"
"57831","3"
"184250","3"
"226500","3"
"1288","4"
"78585","4"
"31981","4"
"33376","4"
"78853","4"
"80572","4"
"160169","4"
"181299","4"
"178107","4"
"124161","4"
"1297","4"
"33236","4"
"32347","4"
"31889","4"
"81569","4"
"28483","4"
"161253","4"
"178105","4"
"182729","4"
"1303","4"
"112865","4"
"122255","4"
"160197","4"
"178104","4"
"276435","4"
"286705","4"
"1304","4"
"1342","3"
"1348","3"
"84855","3"
"80584","3"
"260708","3"
"31872","5"
"137522","5"
"172063","5"
"159419","5"
"160165","5"
"1913","5"
"82441","5"
"1914","5"
"77140","4"
"28474","4"
"2222","3"
"2224","3"
"2225","3"
"2254","4"
"75429","4"
"88110","4"
"33443","4"
"198577","4"
"195229","4"
"238413","4"
"273221","4"
"289236","4"
"292231","4"
"32601","3"
"33415","3"
"28314","3"
"2334","3"
"2339","2"
"2340","2"
"31236","3"
"31977","3"
"150023","3"
"172062","3"
"160301","3"
"160164","3"
"32685","3"
"113961","3"
"31633","3"
"113149","3"
"172066","3"
"30491","3"
"2348","2"
"2350","2"
"2352","2"
"2354","2"
"33257","3"
"28313","3"
"93194","4"
"32577","4"
"78606","4"
"32607","4"
"2772","2"
"2778","4"
"2779","4"
"344289","4"
"2781","5"
"2794","4"
"319389","4"
"2795","2"
"2797","2"
"2798","2"
"89015","2"
"2826","2"
"2827","2"
"2853","2"
"2855","2"
"255347","2"
"281655","2"
"315314","2"
"333853","2"
"2856","2"
"255348","2"
"308024","2"
"315307","2"
"281698","2"
"255340","2"
"245415","2"
"2862","2"
"2881","2"
"2882","2"
"2886","2"
"2906","2"
"2907","2"
"2908","2"
"2910","2"
"2933","4"
"2969","2"
"255347","2"
"2970","2"
"255348","2"
"2972","2"
"319874","2"
"2976","2"
"85600","4"
"3017","2"
"320029","2"
"3019","2"
"3020","2"
"292230","2"
"196949","3"
"3057","3"
"3058","3"
"3059","3"
"32476","4"
"247676","4"
"248161","4"
"231852","4"
"126068","4"
"274034","4"
"3720","2"
"252644","2"
"25108","4"
"210660","4"
"28467","4"
"248159","4"
"78706","4"
"114890","4"
"89008","4"
"248297","4"
"80590","4"
"102727","4"
"125976","2"
"102679","4"
"160193","4"
"229726","4"
"31925","4"
"160192","4"
"228856","4"
"33248","3"
"32554","3"
"26593","3"
"31891","3"
"285214","3"
"84884","3"
"285721","3"
"299274","3"
"274040","2"
"88109","2"
"203578","2"
"204553","2"
"4749","4"
"77124","4"
"4843","3"
"17546","3"
"31425","3"
"26285","3"
"116207","3"
"224295","3"
"272976","3"
"284325","3"
"301806","3"
"329808","3"
"4853","3"
"33230","3"
"5856","3"
"34373","3"
"106451","3"
"76957","3"
"36478","3"
"108446","3"
"26587","3"
"32269","3"
"28306","3"
"167877","3"
"31234","3"
"31618","3"
"185535","3"
"179321","3"
"224308","3"
"182985","3"
"251569","3"
"261604","3"
"20264","3"
"273078","3"
"271739","3"
"292238","3"
"4878","3"
"32674","3"
"176786","3"
"166621","3"
"222922","3"
"231001","3"
"224385","3"
"289912","3"
"329819","3"
"4881","4"
"84393","4"
"156774","4"
"308931","4"
"319713","4"
"32276","4"
"26611","4"
"84385","4"
"75483","4"
"32311","4"
"28547","4"
"261893","4"
"4927","4"
"84387","4"
"5912","4"
"32485","4"
"29998","4"
"28555","4"
"181298","4"
"241284","4"
"247881","4"
"294988","4"
"305849","4"
"305561","4"
"313034","4"
"342129","4"
"4941","4"
"84388","4"
"33340","4"
"22732","4"
"108466","4"
"165176","4"
"167942","4"
"181287","4"
"112794","4"
"119621","4"
"206001","4"
"198366","4"
"170118","4"
"190751","4"
"225660","4"
"247939","4"
"254306","4"
"301582","4"
"309188","4"
"297234","4"
"328324","4"
"293914","4"
"310846","4"
"319244","4"
"306884","4"
"319714","4"
"294992","4"
"11523","3"
"5322","5"
"86310","5"
"32495","5"
"255325","5"
"307052","5"
"291457","5"
"198173","5"
"5326","4"
"5327","4"
"5329","5"
"5333","3"
"272546","3"
"298957","3"
"5397","3"
"107976","3"
"5413","3"
"57985","3"
"5414","3"
"31915","4"
"105928","4"
"158749","4"
"108387","4"
"5474","4"
"18152","4"
"186775","4"
"218920","4"
"154609","4"
"303412","4"
"342356","4"
"340437","4"
"5475","4"
"16576","4"
"85600","4"
"18153","4"
"186774","4"
"219439","4"
"154586","4"
"227501","4"
"270164","4"
"291432","4"
"320240","4"
"24811","4"
"5485","3"
"90452","3"
"33253","3"
"5925","3"
"18164","3"
"96112","3"
"34387","3"
"32000","3"
"169273","3"
"167928","3"
"31441","3"
"226548","3"
"78085","3"
"271825","3"
"324606","3"
"320256","3"
"288458","3"
"304033","3"
"31358","4"
"257920","4"
"253031","4"
"269022","4"
"32485","4"
"300061","4"
