"2906","Other","000"
"2907","Other","000"
"2908","Other","000"
"2910","Other","000"
"2915","088306","001"
"2916","084612","001"
"2917","087916","001"
"2919","084611","001"
"2920","084613","001"
"2921","084610","001"
"2923","088316","001"
"2933","070928","001"
"2935","018823","001"
"2936","070433","001"
"2937","018823","002"
"2939","070086","001"
"2960","088802","001"
"2961","017812","002"
"2962","017812","001"
"2963","018421","001"
"2965","017812","003"
"2969","088108","001"
"2970","088109","001"
"2972","Other","000"
"2976","Other","000"
"2978","089351","001"
"2979","087003","001"
"2981","Other","000"
"2993","088703","001"
"2994","080352","001"
"3003","087800","001"
"3004","087801","001"
"3016","Other","000"
"3017","089775","UNK"
"3019","019977","002"
"3020","019977","003"
"3023","019977","001"
"3029","087449","UNK"
"3031","016889","001"
"3032","005213","001"
"3034","019753","001"
"3035","019753","002"
"3036","019753","003"
"3037","017111","004"
"3038","017111","005"
"3039","017111","006"
"3040","017111","007"
"3041","017111","008"
"3043","Other","000"
"3049","009218","022"
"3050","009218","013"
"3051","009218","007"
"3052","009218","016"
"3053","009218","005"
"3054","009218","018"
"3055","016023","002"
"3056","005213","002"
"3057","Other","000"
"3058","Other","000"
"3059","019411","001"
"3062","017938","001"
"3063","019856","001"
"3064","017555","UNK"
"3065","017555","003"
"3066","017555","001"
"3133","016921","001"
"3134","019049","001"
"3135","017522","001"
"3136","062483","001"
"3137","062279","002"
"3138","062279","003"
"3139","017340","001"
"3140","017579","002"
"3141","017955","001"
"3143","050594","001"
"3145","016709","001"
"3146","016954","001"
"3147","019735","002"
"3148","019735","002"
"3149","019735","003"
"3156","017735","001"
"3158","017919","002"
"3160","018354","002"
"3162","018985","002"
"3164","019653","002"
"3166","019697","001"
"3167","019579","001"
"3168","019641","001"
"3169","019964","001"
"3172","017494","001"
"3173","018888","001"
"3177","018751","001"
"3186","016968","001"
"3191","Other","000"
"3192","Other","000"
"3194","019079","001"
"3208","018796","001"
"3210","Other","000"
"3212","Other","000"
"3215","019845","001"
"3223","Other","000"
"3225","Other","000"
"3226","Other","000"
"3227","Other","000"
"3228","Other","000"
"3231","084306","001"
"3232","084300","001"
"3233","084109","001"
"3234","084110","001"
"3235","084108","001"
"3240","013422","001"
"3245","062341","001"
"3246","050065","001"
"3247","062535","001"
"3248","050555","001"
"3249","050514","001"
"3250","050592","001"
"3251","050616","001"
"3252","019992","001"
"3253","019779","001"
"3254","Other","000"
"3258","Other","000"
"3260","Other","000"
"3261","Other","000"
"3262","Other","000"
"3265","018469","001"
"3265","Other","000"
"3269","Other","000"
"3271","Other","000"
"3273","020205","001"
"3274","017994","001"
"3274","019260","001"
"3282","080472","004"
"3283","080473","004"
"3286","Other","000"
"3287","Other","000"
"3288","050557","001"
"3289","014399","007"
"3290","014399","001"
"3291","014399","003"
"3292","014399","004"
"3293","014399","005"
"3294","014399","006"
"3295","010679","003"
"3306","Other","000"
"3308","007409","001"
"3310","016131","002"
"3311","017681","001"
"3312","017884","001"
"3313","017657","001"
"3314","050420","001"
"3315","061884","001"
"3316","062303","001"
"3318","050627","001"
"3321","017722","003"
"3322","012546","001"
"3328","008370","002"
"3329","008370","001"
"3330","Other","000"
"3334","050007","001"
"3335","050007","002"
"3336","050006","001"
"3337","050480","001"
"3338","018482","001"
"3339","018482","002"
"3340","019684","001"
"3341","019684","002"
"3342","019684","003"
"3344","018147","003"
"3345","012845","001"
"3346","012845","002"
"3348","017442","002"
"3349","011459","002"
"3350","011459","004"
"3351","011459","006"
"3352","011795","001"
"3356","084427","001"
"3376","012380","001"
"3389","084349","002"
"3390","084349","001"
"3398","010596","008"
"3399","019885","001"
"3401","019885","002"
"3403","019885","003"
"3404","019885","004"
"3405","010596","007"
"3418","018422","003"
"3427","017354","001"
"3428","017876","001"
"3429","017875","001"
"3430","017355","001"
"3438","008762","001"
"3444","080258","001"
"3482","Other","000"
"3486","009486","001"
"3499","019967","001"
"3500","019968","001"
"3501","006927","001"
"3502","009112","003"
"3503","019155","001"
"3504","Other","000"
"3505","Other","000"
"3506","Other","000"
"3507","Other","000"
"3509","Other","000"
"3510","Other","000"
"3511","017594","001"
"3512","Other","000"
"3513","Other","000"
"3519","018726","001"
"3520","050526","001"
"3521","017950","001"
"3522","018737","001"
"3523","062436","001"
"3524","062748","001"
"3525","018738","001"
"3534","020032","001"
"3596","080205","UNK"
"3669","050662","002"
"3670","061904","001"
"3719","050662","001"
"3720","005378","UNK"
"3722","050611","002"
"3744","005856","009"
"3761","083220","001"
"3762","083220","UNK"
"3763","083220","UNK"
"3828","017105","006"
"3829","017105","007"
"3830","017105","001"
"3909","018081","001"
"3914","061905","002"
"3960","019680","001"
"3971","018723","003"
"3972","018723","001"
"3973","018723","002"
"3975","061621","002"
"3994","050611","001"
"3997","062746","001"
"3998","050207","003"
"3999","050207","003"
"4000","062746","001"
"4001","050207","002"
"4004","060359","003"
"4005","062298","003"
"4006","062298","002"
"4007","061621","001"
"4009","060359","001"
"4050","010841","001"
"4066","Other","000"
"4079","Other","000"
"4081","017514","001"
"4144","018279","001"
"4267","018117","001"
"4268","018538","001"
"4278","Other","000"
"4291","019798","001"
"4292","017922","001"
"4293","018938","001"
"4327","Other","000"
"4328","Other","000"
"4329","087750","001"
"4330","Other","000"
"4332","086030","001"
"4338","011808","012"
"4339","011808","003"
"4342","011808","009"
"4343","011808","017"
"4344","011808","015"
"4345","011808","016"
"4346","011808","018"
"4347","016775","001"
"4348","016774","001"
"4350","016774","003"
"4351","016774","004"
"4352","016997","001"
"4353","018012","001"
"4354","017962","001"
"4356","009000","002"
"4358","005929","001"
"4362","006035","004"
"4363","006035","003"
"4364","012516","001"
"4367","012754","002"
"4369","012753","001"
"4371","017923","001"
"4372","017923","002"
"4373","017993","001"
"4373","017993","UNK"
"4376","018285","002"
"4379","018013","004"
"4382","018013","001"
"4383","018013","002"
"4384","018163","001"
"4385","018163","002"
"4386","018418","001"
"4387","018706","001"
"4388","017962","002"
"4389","017534","005"
"4391","019429","003"
"4392","050573","001"
"4393","050574","001"
"4394","018285","001"
"4398","019758","001"
"4399","019758","002"
"4400","017808","002"
"4401","019667","001"
"4402","019667","002"
"4403","019667","003"
"4406","Other","000"
"4407","Other","000"
"4417","019546","002"
"4418","050625","001"
"4419","050625","002"
"4420","020232","001"
"4488","010187","006"
"4489","010187","003"
"4491","011793","001"
"4492","018202","001"
"4494","010187","010"
"4497","011556","003"
"4498","011793","008"
"4500","012329","001"
"4501","019851","001"
"4502","019851","002"
"4506","019851","003"
"4507","019851","004"
"4510","012329","002"
"4513","019906","001"
"4514","019906","002"
"4515","019906","003"
"4518","017543","003"
"4519","084735","001"
"4520","084810","001"
"4521","050429","001"
"4523","011556","004"
"4525","019081","002"
"4526","019081","003"
"4527","020036","001"
"4530","016267","001"
"4531","017874","001"
"4534","006403","005"
"4535","008278","003"
"4578","019439","002"
"4595","019543","001"
"4605","001546","001"
"4609","019555","001"
"4615","014602","001"
"4616","019625","001"
"4617","Other","000"
"4619","018741","001"
"4624","017559","001"
"4639","019439","001"
"4647","019796","001"
"4652","018827","001"
"4657","014215","002"
"4660","019716","001"
"4662","020145","001"
"4663","020145","002"
"4664","020145","003"
"4665","020145","004"
"4666","020145","005"
"4667","089807","001"
"4668","089808","001"
"4669","089763","001"
"4671","086024","001"
"4672","088021","001"
"4673","085272","001"
"4674","083242","001"
"4675","087811","001"
"4676","088831","001"
"4680","Other","000"
"4681","Other","000"
"4685","Other","000"
"4687","019915","002"
"4688","Other","000"
"4689","Other","000"
"4690","Other","000"
"4692","Other","000"
"4694","Other","000"
"4697","Other","000"
"4698","Other","000"
"4699","Other","000"
"4700","Other","000"
"4701","Other","000"
"4702","088656","001"
"4703","Other","000"
"4704","Other","000"
"4705","087563","001"
"4706","011832","003"
"4707","011832","003"
"4708","013601","001"
"4709","013601","002"
"4712","016019","001"
"4712","016640","001"
"4715","019669","001"
"4716","019915","003"
"4720","018981","002"
"4724","084499","001"
"4725","084500","001"
"4727","Other","000"
"4728","Other","000"
"4729","Other","000"
"4731","Other","000"
"4732","Other","000"
"4734","017850","001"
"4735","Other","000"
"4738","018207","001"
"4739","018207","002"
"4740","018207","003"
"4741","050527","003"
"4742","050527","001"
"4743","050512","001"
"4744","050528","001"
"4745","050527","002"
"4746","018207","004"
"4747","018731","001"
"4748","018731","002"
"4749","019890","001"
"4750","020155","003"
"4751","020155","003"
"4752","020155","005"
"4758","020156","001"
"4759","020156","001"
"4762","050664","002"
"4766","017381","001"
"4767","018211","001"
"4768","017577","001"
"4774","018333","001"
"4775","018602","001"
"4776","018602","002"
"4777","019471","001"
"4778","019471","002"
"4779","019471","003"
"4781","018602","003"
"4782","018602","004"
"4783","020062","001"
"4784","020062","002"
"4785","020062","003"
"4786","020062","004"
"4788","Other","000"
"4789","Other","000"
"4790","Other","000"
"4796","089771","001"
"4797","089772","001"
"4798","089773","001"
"4799","089774","001"
"4800","018830","004"
"4802","018830","003"
"4824","Other","000"
"4825","Other","000"
"4829","Other","000"
"4830","Other","000"
"4831","Other","000"
"4833","Other","000"
"4838","Other","000"
"4841","018361","001"
"4843","088627","001"
"4845","070030","001"
"4846","070037","001"
"4847","070541","001"
"4848","070541","001"
"4853","088628","001"
"4857","076840","003"
"4858","061954","002"
"4859","072488","001"
"4860","072490","001"
"4861","073481","001"
"4862","072537","001"
"4863","072511","001"
"4864","073618","001"
"4865","073589","001"
"4866","073607","001"
"4868","071467","001"
"4871","073283","001"
"4872","073192","001"
"4878","088629","001"
"4881","074119","001"
"4890","089859","001"
"4894","070028","001"
"4897","074119","001"
"4901","072192","001"
"4902","072193","001"
"4903","062500","001"
"4906","062500","002"
"4907","073419","001"
"4910","070072","001"
"4912","018642","001"
"4913","089025","001"
"4927","088615","001"
"4928","062505","001"
"4930","073673","001"
"4938","070035","001"
"4939","070044","001"
"4941","074119","001"
"4944","084908","002"
"4946","062506","001"
"4961","Other","000"
"4962","Other","000"
"4967","Other","000"
"5039","060469","002"
"5040","060469","001"
"5042","060469","003"
"5043","060469","001"
"5050","080880","001"
"5302","Other","000"
"5306","Other","000"
"5307","Other","000"
"5309","Other","000"
"5313","Other","000"
"5314","Other","000"
"5318","Other","000"
"5319","Other","000"
"5321","087513","001"
"5322","087508","001"
"5326","Other","000"
"5329","089647","001"
"5330","072744","001"
"5331","Other","000"
"5333","Other","000"
"5339","Other","000"
"5342","Other","000"
"5349","Other","000"
"5350","Other","000"
"5357","Other","000"
"5359","Other","000"
"5366","Other","000"
"5367","Other","000"
"5379","Other","000"
"5396","Other","000"
"5397","087757","001"
"5399","Other","000"
"5413","Other","000"
"5414","Other","000"
"5415","Other","000"
"5419","013263","002"
"5420","013263","004"
"5421","013263","006"
"5446","084540","001"
"5447","085003","001"
"5448","Other","000"
"5453","Other","000"
"5454","080776","002"
"5455","086028","001"
"5456","087736","001"
"5460","080600","001"
"5461","083365","001"
"5468","085159","001"
"5469","085123","001"
"5474","Other","000"
"5475","Other","000"
"5476","040256","002"
"5476","088832","001"
"5477","040256","001"
"5478","083677","001"
"5481","086054","001"
"5482","086055","001"
"5483","086067","001"
"5484","086066","001"
"5485","086162","002"
"5497","062396","002"
"5498","062396","001"
"5499","060770","001"
"5503","083501","001"
"5506","071107","001"
"5507","071108","001"
"5510","Other","000"
"5511","Other","000"
"5522","Other","000"
"5523","Other","000"
"5572","016620","003"
"5573","016620","001"
"5574","016620","002"
"5575","017443","001"
"5576","017443","003"
"5577","017443","002"
"5580","020707","001"
"5581","017831","002"
"5587","020064","001"
"5649","085692","002"
"5650","085692","001"
"5651","085692","003"
"5652","085691","001"
"5653","085691","003"
"5654","062124","002"
"5655","080693","003"
"5657","080692","001"
"5658","061212","001"
"5659","060764","002"
"5660","018865","001"
"5661","062517","001"
"5662","087355","001"
"5663","018861","001"
"5664","018866","001"
"5665","062129","001"
"5666","019137","001"
"5667","019141","001"
"5668","070275","001"
"5669","088170","001"
"5670","088167","001"
"5671","088169","001"
"5672","088168","001"
"5673","Other","000"
"5674","062447","001"
"5675","062531","001"
"5676","062533","001"
"5677","080029","001"
"5678","089414","001"
"5679","062599","001"
"5680","062602","001"
"5681","Other","000"
"5682","Other","000"
"5683","Other","000"
"5684","Other","000"
"5685","080198","001"
"5686","080660","001"
"5687","062938","001"
"5696","080259","001"
"5697","083177","001"
"5698","083177","002"
"5699","080269","001"
"5700","083740","001"
"5701","083734","001"
"5703","080142","001"
"5706","084604","001"
"5707","084595","001"
"5708","084606","001"
"5711","060704","002"
"5712","060704","001"
"5713","061461","001"
"5714","085022","001"
"5715","087211","001"
"5716","061461","002"
"5718","018413","002"
"5719","018413","001"
"5720","087760","001"
"5721","087761","001"
"5723","087056","001"
"5724","070098","001"
"5725","070343","001"
"5737","087185","001"
"5738","062247","001"
"5739","087770","001"
"5741","018517","001"
"5742","088164","001"
"5745","018894","001"
"5746","018894","002"
"5747","018894","003"
"5748","Other","000"
"5749","062500","001"
"5750","062500","002"
"5751","087913","001"
"5754","087176","001"
"5756","018517","002"
"5761","062505","001"
"5763","089707","001"
"5764","089708","001"
"5765","089456","001"
"5766","089457","001"
"5768","085868","001"
"5769","087083","001"
"5770","071307","001"
"5771","071321","001"
"5772","071322","001"
"5773","070146","001"
"5777","070719","001"
"5778","070756","001"
"5779","062766","001"
"5780","062774","001"
"5783","071994","001"
"5784","071995","001"
"5785","071745","001"
"5786","061969","001"
"5787","061969","002"
"5788","072234","001"
"5790","072557","001"
"5791","070943","001"
"5792","070944","001"
"5793","070945","001"
"5800","018703","001"
"5806","050558","002"
"5806","050558","UNK"
"5808","050558","003"
"5811","019090","001"
"5812","019090","001"
"5815","050578","001"
"5816","050578","002"
"5817","050578","003"
"5820","050578","004"
"5821","019675","001"
"5823","050605","002"
"5824","019389","001"
"5826","018703","002"
"5827","050605","003"
"5829","050558","004"
"5833","050634","002"
"5834","050634","002"
"5841","050643","001"
"5842","050643","001"
"5847","020007","003"
"5848","Other","000"
"5849","086309","001"
"5850","086308","001"
"5851","087438","001"
"5852","018757","003"
"5853","018749","001"
"5854","019071","001"
"5855","Other","000"
"5856","088628","001"
"5860","080028","001"
"5866","083116","001"
"5867","017920","003"
"5869","089346","001"
"5873","086880","001"
"5874","086445","001"
"5875","084349","002"
"5880","085762","001"
"5882","088618","001"
