"191387","135","OTHER"
"191388","135","OTHER"
"191398","135","OTHER"
"191399","135","OTHER"
"191400","135","OTHER"
"191401","135","OTHER"
"191402","135","OTHER"
"191403","135","OTHER"
"191404","135","OTHER"
"191405","135","OTHER"
"191409","135","OTHER"
"191410","135","OTHER"
"191411","135","OTHER"
"191407","135","OTHER"
"191412","135","OTHER"
"191415","135","OTHER"
"191418","135","OTHER"
"191416","135","OTHER"
"191440","135","OTHER"
"191453","135","OTHER"
"191456","135","OTHER"
"191460","135","OTHER"
"191556","135","OTHER"
"191557","135","OTHER"
"191560","135","OTHER"
"191561","135","OTHER"
"191585","135","OTHER"
"191586","135","OTHER"
"191588","135","OTHER"
"191589","135","OTHER"
"191591","135","OTHER"
"191595","135","OTHER"
"191596","135","OTHER"
"191600","135","OTHER"
"191602","135","OTHER"
"191603","135","OTHER"
"191604","135","OTHER"
"191606","135","OTHER"
"191607","135","OTHER"
"191608","135","OTHER"
"191610","135","OTHER"
"191612","135","OTHER"
"191614","135","OTHER"
"192196","135","OTHER"
"192310","135","OTHER"
"253706","135","OTHER"
"193363","135","OTHER"
"193366","135","OTHER"
"193372","135","OTHER"
"193376","135","OTHER"
"193382","135","OTHER"
"193384","135","OTHER"
"193387","135","OTHER"
"193392","135","OTHER"
"193396","135","OTHER"
"193400","135","OTHER"
"193411","135","OTHER"
"193412","135","OTHER"
"193413","135","OTHER"
"193421","135","OTHER"
"193425","135","OTHER"
"193429","135","OTHER"
"193453","135","OTHER"
"193454","135","OTHER"
"193457","135","OTHER"
"193461","135","OTHER"
"193462","135","OTHER"
"193467","135","OTHER"
"193468","135","OTHER"
"193470","135","OTHER"
"193471","135","OTHER"
"193476","135","OTHER"
"193483","135","OTHER"
"193485","135","OTHER"
"193487","135","OTHER"
"193492","135","OTHER"
"193493","135","OTHER"
"193495","135","OTHER"
"193496","135","OTHER"
"193497","135","OTHER"
"193494","135","OTHER"
"193498","135","OTHER"
"193499","135","OTHER"
"193500","135","OTHER"
"193517","135","OTHER"
"199741","135","OTHER"
"193518","135","OTHER"
"193519","135","OTHER"
"193520","135","OTHER"
"193523","135","OTHER"
"193524","135","OTHER"
"193525","135","OTHER"
"193527","135","OTHER"
"193528","135","OTHER"
"193554","135","OTHER"
"193555","135","OTHER"
"193556","135","OTHER"
"193557","135","OTHER"
"193558","135","OTHER"
"193578","135","OTHER"
"193582","135","OTHER"
"193585","135","OTHER"
"193668","135","OTHER"
"193669","135","OTHER"
"193670","135","OTHER"
"193671","135","OTHER"
"193672","135","OTHER"
"193673","135","OTHER"
"193679","135","OTHER"
"193682","135","OTHER"
"193683","135","OTHER"
"193753","135","OTHER"
"302713","135","OTHER"
"194720","135","OTHER"
"306684","135","OTHER"
"195528","135","OTHER"
"195529","135","OTHER"
"195532","135","OTHER"
"195533","135","OTHER"
"195538","135","OTHER"
"195539","135","OTHER"
"195542","135","OTHER"
"195543","135","OTHER"
"195673","135","OTHER"
"195684","135","OTHER"
"195689","135","OTHER"
"195692","135","OTHER"
